At frame 0, truck 1 is located at coordinates [209.89, 640.13] with a bounding box of width 343.59 and height 241.54.
 At frame 177, car 66 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 177, car 24 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 177, car 96 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 177, car 64 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 177, car 73 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 177, car 86 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 177, car 52 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 177, car 71 is located at coordinates [1566.34, 651.64] with a bounding box of width 300.63 and height 241.78.
 At frame 178, car 101 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 87 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 66 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 24 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 64 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 96 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 73 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 86 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 52 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 71 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 178, car 97 is located at coordinates [1573.07, 651.75] with a bounding box of width 303.47 and height 240.44.
 At frame 179, car 101 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 87 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 66 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 24 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 73 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 96 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 64 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 

=====================================================

At frame 179, car 86 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 52 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 71 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 179, car 97 is located at coordinates [1579.91, 650.38] with a bounding box of width 306.13 and height 247.26.
 At frame 180, car 101 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 87 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 66 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 96 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 24 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 73 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 64 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 86 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 110 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 97 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 71 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 180, car 52 is located at coordinates [1586.73, 648.65] with a bounding box of width 308.90 and height 254.16.
 At frame 181, car 101 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 87 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 66 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 24 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 96 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 73 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 105 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 86 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 97 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 111 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 181, car 52 is located at coordinates [1593.63, 646.91] with a bounding box of width 309.49 and height 252.27.
 At frame 182, car 87 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 101 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 66 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 73 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 24 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 96 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 64 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 86 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 97 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 52 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 182, car 111 is located at coordinates [1383.55, 683.55] with a bounding box of width 246.47 and height 154.64.
 At frame 183, car 101 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 87 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 66 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 24 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 73 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 96 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 64 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 86 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 97 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 52 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 71 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 At frame 183, car 111 is located at coordinates [1604.29, 646.36] with a bounding box of width 314.15 and height 256.39.
 

=====================================================

At frame 184, car 87 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 101 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 66 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 24 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 73 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 96 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 64 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 86 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 97 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 71 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 184, car 52 is located at coordinates [1388.81, 682.25] with a bounding box of width 245.83 and height 157.36.
 At frame 185, car 101 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 87 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 66 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 24 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 64 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 73 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 96 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 86 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 97 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 110 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 71 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 111 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 185, car 52 is located at coordinates [1615.18, 644.28] with a bounding box of width 303.73 and height 260.01.
 At frame 186, car 101 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 87 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 66 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 24 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 64 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 73 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 86 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 96 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 110 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 111 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 71 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 186, car 52 is located at coordinates [1621.47, 644.12] with a bounding box of width 297.58 and height 259.99.
 At frame 187, car 101 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 87 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 66 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 24 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 73 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 64 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 96 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 86 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 110 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 71 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 111 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 187, car 52 is located at coordinates [1625.45, 643.09] with a bounding box of width 293.66 and height 265.53.
 At frame 188, car 101 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 87 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 

=====================================================

At frame 188, car 66 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 24 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 73 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 64 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 86 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 96 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 110 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 111 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 71 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 188, car 52 is located at coordinates [1630.13, 641.75] with a bounding box of width 289.14 and height 267.78.
 At frame 189, car 87 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 101 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 66 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 24 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 73 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 86 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 64 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 96 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 110 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 111 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 52 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 189, car 71 is located at coordinates [1400.84, 681.61] with a bounding box of width 251.90 and height 162.60.
 At frame 190, car 101 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 87 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 66 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 24 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 64 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 86 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 110 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 73 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 96 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 111 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 52 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 190, car 71 is located at coordinates [1639.50, 640.10] with a bounding box of width 279.79 and height 270.66.
 At frame 191, car 87 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 101 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 66 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 24 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 64 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 86 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 110 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 73 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 96 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 111 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 52 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 191, car 71 is located at coordinates [1403.30, 681.16] with a bounding box of width 255.32 and height 163.77.
 At frame 192, car 101 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 87 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 66 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 24 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 

=====================================================

At frame 192, car 64 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 86 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 110 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 73 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 52 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 96 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 192, car 71 is located at coordinates [1649.68, 638.96] with a bounding box of width 269.53 and height 276.58.
 At frame 193, car 101 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 87 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 66 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 24 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 64 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 73 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 86 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 52 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 71 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 110 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 193, car 96 is located at coordinates [1653.12, 638.66] with a bounding box of width 266.09 and height 279.56.
 At frame 194, car 101 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 87 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 66 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 64 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 24 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 86 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 73 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 52 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 110 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 71 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 111 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 194, car 96 is located at coordinates [1655.61, 638.15] with a bounding box of width 263.66 and height 278.54.
 At frame 195, car 87 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 101 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 66 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 24 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 64 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 86 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 73 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 111 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 71 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 97 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 110 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 195, car 96 is located at coordinates [1410.34, 679.84] with a bounding box of width 257.18 and height 164.25.
 At frame 196, car 87 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 101 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 66 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 24 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 64 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 86 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 73 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 97 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 

=====================================================

At frame 196, car 52 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 71 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 196, car 111 is located at coordinates [1410.66, 680.25] with a bounding box of width 258.72 and height 165.69.
 At frame 197, car 87 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 101 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 66 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 24 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 64 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 97 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 86 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 73 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 52 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 197, car 71 is located at coordinates [1412.44, 680.35] with a bounding box of width 259.23 and height 165.85.
 At frame 198, car 87 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 101 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 66 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 24 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 64 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 73 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 97 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 86 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 52 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 198, car 71 is located at coordinates [1413.69, 680.39] with a bounding box of width 259.63 and height 165.76.
 At frame 199, car 101 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 87 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 66 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 24 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 86 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 97 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 64 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 73 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 52 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 199, car 71 is located at coordinates [1675.55, 635.87] with a bounding box of width 243.68 and height 279.52.
 At frame 200, car 87 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 101 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 66 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 24 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 86 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 97 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 64 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 52 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 73 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 111 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 200, car 71 is located at coordinates [1416.50, 681.04] with a bounding box of width 258.93 and height 166.63.
 At frame 201, car 101 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 87 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 66 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 24 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 64 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 At frame 201, car 86 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
 

=====================================================

At frame 201, car 97 is located at coordinates [1681.91, 634.85] with a bounding box of width 237.29 and height 287.29.
