At frame 0.0, person 1.0 is located at coordinates [605.72, 635.48] with a bounding box of width 36.41 and height 95.03.
 At frame 124.0, person 7.0 is located at coordinates [715.23, 625.98] with a bounding box of width 45.85 and height 91.93.
 At frame 124.0, person 9.0 is located at coordinates [681.47, 632.66] with a bounding box of width 35.03 and height 83.25.
 At frame 124.0, person 10.0 is located at coordinates [1306.30, 606.56] with a bounding box of width 23.88 and height 60.46.
 At frame 124.0, person 13.0 is located at coordinates [1294.44, 612.00] with a bounding box of width 28.17 and height 65.77.
 At frame 124.0, person 18.0 is located at coordinates [1720.05, 606.93] with a bounding box of width 46.92 and height 128.67.
 At frame 124.0, person 28.0 is located at coordinates [1859.70, 607.73] with a bounding box of width 32.42 and height 91.58.
 At frame 124.0, person 1.0 is located at coordinates [1186.50, 576.02] with a bounding box of width 123.23 and height 285.86.
 At frame 124.0, person 21.0 is located at coordinates [1124.18, 621.29] with a bounding box of width 21.71 and height 51.75.
 At frame 124.0, person 8.0 is located at coordinates [1146.70, 618.89] with a bounding box of width 17.75 and height 42.09.
 At frame 125.0, person 5.0 is located at coordinates [916.90, 589.08] with a bounding box of width 147.97 and height 337.80.
 At frame 125.0, person 11.0 is located at coordinates [193.35, 639.88] with a bounding box of width 32.51 and height 89.44.
 At frame 125.0, person 12.0 is located at coordinates [299.32, 645.03] with a bounding box of width 38.10 and height 85.24.
 At frame 125.0, person 16.0 is located at coordinates [1445.62, 603.02] with a bounding box of width 30.50 and height 82.11.
 At frame 125.0, person 17.0 is located at coordinates [1472.00, 608.67] with a bounding box of width 29.85 and height 75.36.
 At frame 125.0, person 19.0 is located at coordinates [1602.81, 592.51] with a bounding box of width 57.17 and height 147.40.
 At frame 125.0, person 22.0 is located at coordinates [1658.87, 602.81] with a bounding box of width 49.95 and height 133.48.
 At frame 125.0, person 7.0 is located at coordinates [717.32, 627.51] with a bounding box of width 44.44 and height 89.92.
 At frame 125.0, person 9.0 is located at coordinates [682.82, 633.84] with a bounding box of width 34.81 and height 82.95.
 At frame 125.0, person 10.0 is located at coordinates [1305.09, 607.80] with a bounding box of width 24.79 and height 62.84.
 At frame 125.0, person 13.0 is located at coordinates [1295.53, 610.82] with a bounding box of width 28.44 and height 66.91.
 At frame 125.0, person 18.0 is located at coordinates [1723.31, 606.73] with a bounding box of width 46.91 and height 128.86.
 At frame 125.0, person 28.0 is located at coordinates [1858.81, 613.25] with a bounding box of width 30.59 and height 86.71.
 At frame 125.0, person 1.0 is located at coordinates [1197.53, 574.43] with a bounding box of width 126.84 and height 288.81.
 At frame 125.0, person 21.0 is located at coordinates [1123.63, 621.27] with a bounding box of width 21.63 and height 51.63.
 At frame 125.0, person 8.0 is located at coordinates [1146.11, 619.11] with a bounding box of width 18.80 and height 44.56.
 At frame 126.0, person 5.0 is located at coordinates [904.22, 591.76] with a bounding box of width 152.15 and height 339.12.
 At frame 126.0, person 11.0 is located at coordinates [193.55, 644.08] with a bounding box of width 31.19 and height 85.49.
 At frame 126.0, person 12.0 is located at coordinates [299.08, 645.19] with a bounding box of width 38.47 and height 85.85.
 At frame 126.0, person 16.0 is located at coordinates [1445.03, 603.31] with a bounding box of width 30.39 and height 81.86.
 At frame 126.0, person 17.0 is located at coordinates [1471.26, 608.48] with a bounding box of width 29.54 and height 74.86.
 At frame 126.0, person 19.0 is located at coordinates [1601.40, 593.04] with a bounding box of width 57.10 and height 146.77.
 At frame 126.0, person 22.0 is located at coordinates [1658.25, 603.03] with a bounding box of width 49.51 and height 133.23.
 At frame 126.0, person 7.0 is located at coordinates [719.33, 628.39] with a bounding box of width 43.01 and height 88.57.
 At frame 126.0, person 9.0 is located at coordinates [684.74, 632.55] with a bounding box of width 35.26 and height 83.99.
 At frame 126.0, person 10.0 is located at coordinates [1304.08, 607.69] with a bounding box of width 25.10 and height 63.73.
 At frame 126.0, person 13.0 is located at coordinates [1296.28, 611.84] with a bounding box of width 27.83 and height 66.16.
 At frame 126.0, person 18.0 is located at coordinates [1725.63, 607.24] with a bounding box of width 46.86 and height 128.91.
 At frame 126.0, person 28.0 is located at coordinates [1857.47, 616.20] with a bounding box of width 29.66 and height 84.31.
 At frame 126.0, person 1.0 is located at coordinates [1208.82, 575.01] with a bounding box of width 129.30 and height 288.17.
 At frame 126.0, person 21.0 is located at coordinates [1123.15, 622.73] with a bounding box of width 20.97 and height 50.41.
 At frame 126.0, person 8.0 is located at coordinates [1145.82, 619.76] with a bounding box of width 18.17 and height 42.57.
 At frame 127.0, person 5.0 is located at coordinates [897.00, 594.55] with a bounding box of width 154.72 and height 334.91.
 At frame 127.0, person 11.0 is located at coordinates [192.98, 645.05] with a bounding box of width 31.34 and height 85.21.
 At frame 127.0, person 12.0 is located at coordinates [299.44, 645.83] with a bounding box of width 37.99 and height 84.32.
 At frame 127.0, person 16.0 is located at coordinates [1444.65, 603.13] with a bounding box of width 30.70 and height 82.35.
 At frame 127.0, person 17.0 is located at coordinates [1471.03, 608.40] with a bounding box of width 29.37 and height 74.68.
 At frame 127.0, person 19.0 is located at coordinates [1600.28, 594.12] with a bounding box of width 57.13 and height 145.95.
 At frame 127.0, person 22.0 is located at coordinates [1657.47, 603.11] with a bounding box of width 49.33 and height 133.15.
 At frame 127.0, person 7.0 is located at coordinates [722.05, 626.94] with a bounding box of width 42.49 and height 89.85.
 At frame 127.0, person 9.0 is located at coordinates [686.63, 631.49] with a bounding box of width 36.47 and height 86.12.
 At frame 127.0, person 10.0 is located at coordinates [1303.32, 607.92] with a bounding box of width 24.81 and height 62.90.
 At frame 127.0, person 13.0 is located at coordinates [1296.90, 611.35] with a bounding box of width 28.04 and height 67.05.
 At frame 127.0, person 18.0 is located at coordinates [1728.00, 605.09] with a bounding box of width 47.16 and height 129.51.
 At frame 127.0, person 28.0 is located at coordinates [1853.56, 608.40] with a bounding box of width 31.47 and height 89.57.
 At frame 127.0, person 1.0 is located at coordinates [1216.94, 574.66] with a bounding box of width 132.03 and height 290.27.
 At frame 127.0, person 21.0 is located at coordinates [1122.91, 622.99] with a bounding box of width 20.86 and height 50.54.
 At frame 127.0, person 8.0 is located at coordinates [1145.82, 619.99] with a bounding box of width 18.90 and height 44.23.
 At frame 127.0, person 26.0 is located at coordinates [1222.58, 612.25] with a bounding box of width 26.02 and height 61.01.
 At frame 128.0, person 5.0 is located at coordinates [891.74, 596.78] with a bounding box of width 158.13 and height 333.26.
 At frame 128.0, person 11.0 is located at coordinates [192.04, 644.19] with a bounding box of width 31.87 and height 86.30.
 At frame 128.0, person 12.0 is located at coordinates [299.56, 646.07] with a bounding box of width 37.82 and height 83.74.
 At frame 128.0, person 16.0 is located at coordinates [1443.32, 603.65] with a bounding box of width 30.88 and height 82.54.
 At frame 128.0, person 17.0 is located at coordinates [1470.41, 608.38] with a bounding box of width 29.26 and height 74.61.
 At frame 128.0, person 19.0 is located at coordinates [1599.91, 595.40] with a bounding box of width 57.14 and height 145.06.
 At frame 128.0, person 22.0 is located at coordinates [1656.57, 603.13] with a bounding box of width 49.37 and height 133.71.
 At frame 128.0, person 7.0 is located at coordinates [725.55, 627.57] with a bounding box of width 41.29 and height 89.15.
 At frame 128.0, person 9.0 is located at coordinates [688.77, 631.96] with a bounding box of width 36.86 and height 85.76.
 At frame 128.0, person 10.0 is located at coordinates [1301.31, 604.50] with a bounding box of width 26.98 and height 67.81.
 At frame 128.0, person 13.0 is located at coordinates [1294.51, 602.70] with a bounding box of width 33.32 and height 80.23.
 At frame 128.0, person 18.0 is located at coordinates [1730.35, 604.57] with a bounding box of width 47.67 and height 130.31.
 At frame 128.0, person 28.0 is located at coordinates [1850.45, 606.23] with a bounding box of width 33.27 and height 94.36.
 At frame 128.0, person 1.0 is located at coordinates [1227.86, 578.34] with a bounding box of width 131.56 and height 286.96.
 At frame 128.0, person 21.0 is located at coordinates [1122.97, 623.96] with a bounding box of width 20.53 and height 49.99.
 At frame 128.0, person 8.0 is located at coordinates [1145.09, 620.07] with a bounding box of width 20.63 and height 48.35.
 At frame 128.0, person 26.0 is located at coordinates [1221.02, 612.00] with a bounding box of width 25.98 and height 61.30.
 At frame 129.0, person 5.0 is located at coordinates [886.56, 599.37] with a bounding box of width 160.69 and height 332.04.
 At frame 129.0, person 11.0 is located at coordinates [191.39, 645.33] with a bounding box of width 32.13 and height 86.72.
 At frame 129.0, person 12.0 is located at coordinates [299.57, 645.86] with a bounding box of width 37.81 and height 83.52.
 At frame 129.0, person 16.0 is located at coordinates [1442.80, 604.14] with a bounding box of width 31.01 and height 82.60.
 At frame 129.0, person 17.0 is located at coordinates [1470.13, 608.37] with a bounding box of width 29.34 and height 74.59.
 At frame 129.0, person 19.0 is located at coordinates [1599.04, 596.17] with a bounding box of width 57.53 and height 145.33.
 At frame 129.0, person 22.0 is located at coordinates [1655.81, 603.43] with a bounding box of width 49.12 and height 133.35.
 At frame 129.0, person 7.0 is located at coordinates [728.92, 629.29] with a bounding box of width 40.08 and height 87.71.
 At frame 129.0, person 9.0 is located at coordinates [689.97, 632.73] with a bounding box of width 37.28 and height 85.60.
 At frame 129.0, person 18.0 is located at coordinates [1733.61, 607.01] with a bounding box of width 47.60 and height 128.85.
 At frame 129.0, person 28.0 is located at coordinates [1848.40, 606.85] with a bounding box of width 33.50 and height 94.45.
 At frame 129.0, person 1.0 is located at coordinates [1238.43, 579.45] with a bounding box of width 130.36 and height 285.69.
 At frame 129.0, person 21.0 is located at coordinates [1122.92, 623.73] with a bounding box of width 20.57 and height 50.38.
 At frame 129.0, person 8.0 is located at coordinates [1143.65, 620.10] with a bounding box of width 22.46 and height 52.74.
 At frame 129.0, person 26.0 is located at coordinates [1220.14, 612.50] with a bounding box of width 25.48 and height 60.82.
 At frame 130.0, person 5.0 is located at coordinates [881.07, 599.14] with a bounding box of width 162.73 and height 332.74.
 At frame 130.0, person 11.0 is located at coordinates [189.80, 644.57] with a bounding box of width 32.79 and height 88.65.
 At frame 130.0, person 12.0 is located at coordinates [299.57, 645.78] with a bounding box of width 37.82 and height 83.45.
 At frame 130.0, person 16.0 is located at coordinates [1442.38, 605.21] with a bounding box of width 30.37 and height 80.87.
 At frame 130.0, person 17.0 is located at coordinates [1470.03, 608.37] with a bounding box of width 29.42 and height 74.58.
 At frame 130.0, person 19.0 is located at coordinates [1598.28, 597.33] with a bounding box of width 57.44 and height 144.27.
 At frame 130.0, person 22.0 is located at coordinates [1655.27, 604.71] with a bounding box of width 48.42 and height 132.04.
 At frame 130.0, person 7.0 is located at coordinates [730.94, 627.86] with a bounding box of width 40.28 and height 89.54.
 At frame 130.0, person 9.0 is located at coordinates [690.59, 631.29] with a bounding box of width 38.11 and height 86.68.
 At frame 130.0, person 18.0 is located at coordinates [1737.07, 607.65] with a bounding box of width 47.61 and height 127.10.
 At frame 130.0, person 28.0 is located at coordinates [1845.96, 605.37] with a bounding box of width 34.71 and height 96.80.
 At frame 130.0, person 1.0 is located at coordinates [1251.73, 582.51] with a bounding box of width 126.73 and height 282.28.
 At frame 130.0, person 21.0 is located at coordinates [1123.04, 624.23] with a bounding box of width 20.31 and height 49.94.
 At frame 130.0, person 8.0 is located at coordinates [1143.56, 620.38] with a bounding box of width 23.36 and height 55.02.
 At frame 130.0, person 26.0 is located at coordinates [1219.54, 613.86] with a bounding box of width 24.73 and height 59.45.
 At frame 130.0, person 27.0 is located at coordinates [502.22, 641.62] with a bounding box of width 17.00 and height 39.09.
 At frame 131.0, person 5.0 is located at coordinates [873.43, 597.27] with a bounding box of width 162.08 and height 331.83.
 At frame 131.0, person 11.0 is located at coordinates [188.16, 643.10] with a bounding box of width 33.27 and height 90.54.
 At frame 131.0, person 12.0 is located at coordinates [299.52, 645.45] with a bounding box of width 38.19 and height 84.01.
 At frame 131.0, person 16.0 is located at coordinates [1441.75, 606.20] with a bounding box of width 29.95 and height 79.61.
 At frame 131.0, person 17.0 is located at coordinates [1468.91, 608.96] with a bounding box of width 29.29 and height 73.99.
 At frame 131.0, person 19.0 is located at coordinates [1597.45, 598.34] with a bounding box of width 57.38 and height 143.29.
 At frame 131.0, person 22.0 is located at coordinates [1655.26, 605.48] with a bounding box of width 47.87 and height 130.96.
 At frame 131.0, person 7.0 is located at coordinates [734.01, 627.03] with a bounding box of width 40.26 and height 90.22.
 At frame 131.0, person 9.0 is located at coordinates [690.77, 629.00] with a bounding box of width 39.57 and height 89.41.
 At frame 131.0, person 18.0 is located at coordinates [1738.21, 606.71] with a bounding box of width 48.88 and height 128.79.
 At frame 131.0, person 28.0 is located at coordinates [1844.50, 603.96] with a bounding box of width 36.36 and height 98.82.
 At frame 131.0, person 1.0 is located at coordinates [1265.53, 583.07] with a bounding box of width 123.28 and height 282.78.
 At frame 131.0, person 21.0 is located at coordinates [1122.91, 623.52] with a bounding box of width 20.58 and height 50.96.
 At frame 131.0, person 8.0 is located at coordinates [1144.15, 620.20] with a bounding box of width 22.48 and height 53.08.
 At frame 131.0, person 26.0 is located at coordinates [1219.49, 614.38] with a bounding box of width 24.16 and height 58.33.
 At frame 131.0, person 27.0 is located at coordinates [501.92, 642.39] with a bounding box of width 16.77 and height 38.44.
 At frame 132.0, person 5.0 is located at coordinates [864.70, 596.53] with a bounding box of width 160.11 and height 332.07.
 At frame 132.0, person 11.0 is located at coordinates [186.85, 643.69] with a bounding box of width 32.84 and height 90.10.
 At frame 132.0, person 12.0 is located at coordinates [299.80, 645.03] with a bounding box of width 38.32 and height 84.23.
 At frame 132.0, person 16.0 is located at coordinates [1440.93, 606.27] with a bounding box of width 29.82 and height 79.15.
 At frame 132.0, person 17.0 is located at coordinates [1468.57, 608.89] with a bounding box of width 29.13 and height 73.77.
 At frame 132.0, person 19.0 is located at coordinates [1597.28, 598.70] with a bounding box of width 57.17 and height 142.35.
 At frame 132.0, person 22.0 is located at coordinates [1655.33, 605.76] with a bounding box of width 47.58 and height 130.57.
 At frame 132.0, person 7.0 is located at coordinates [736.74, 627.01] with a bounding box of width 40.45 and height 89.90.
 At frame 132.0, person 9.0 is located at coordinates [691.83, 628.72] with a bounding box of width 40.35 and height 90.43.
 At frame 132.0, person 18.0 is located at coordinates [1739.74, 607.82] with a bounding box of width 49.32 and height 128.84.
 At frame 132.0, person 28.0 is located at coordinates [1841.88, 604.59] with a bounding box of width 36.63 and height 97.83.
 At frame 132.0, person 1.0 is located at coordinates [1279.69, 581.49] with a bounding box of width 120.71 and height 284.75.
 At frame 132.0, person 21.0 is located at coordinates [1122.72, 622.37] with a bounding box of width 20.99 and height 51.92.
 At frame 132.0, person 8.0 is located at coordinates [1143.19, 620.69] with a bounding box of width 24.53 and height 58.08.
 At frame 132.0, person 26.0 is located at coordinates [1218.94, 614.57] with a bounding box of width 23.90 and height 57.91.
 At frame 132.0, person 27.0 is located at coordinates [501.44, 640.54] with a bounding box of width 17.45 and height 40.03.
 At frame 133.0, person 5.0 is located at coordinates [853.25, 593.31] with a bounding box of width 158.42 and height 336.85.
 At frame 133.0, person 11.0 is located at coordinates [185.94, 643.91] with a bounding box of width 32.56 and height 89.91.
 At frame 133.0, person 12.0 is located at coordinates [300.39, 644.87] with a bounding box of width 38.26 and height 84.31.
 At frame 133.0, person 16.0 is located at coordinates [1440.63, 606.58] with a bounding box of width 29.80 and height 78.99.
 At frame 133.0, person 17.0 is located at coordinates [1467.81, 609.15] with a bounding box of width 29.21 and height 73.69.
 At frame 133.0, person 19.0 is located at coordinates [1596.72, 599.40] with a bounding box of width 56.98 and height 141.43.
 At frame 133.0, person 22.0 is located at coordinates [1655.11, 607.03] with a bounding box of width 46.85 and height 128.67.
 At frame 133.0, person 7.0 is located at coordinates [738.90, 626.13] with a bounding box of width 42.18 and height 92.12.
 At frame 133.0, person 9.0 is located at coordinates [694.61, 628.62] with a bounding box of width 40.42 and height 90.21.
 At frame 133.0, person 18.0 is located at coordinates [1741.76, 608.24] with a bounding box of width 49.90 and height 129.44.
 At frame 133.0, person 28.0 is located at coordinates [1838.07, 605.16] with a bounding box of width 37.80 and height 99.75.
 At frame 133.0, person 1.0 is located at coordinates [1295.15, 580.00] with a bounding box of width 117.33 and height 284.33.
 At frame 133.0, person 21.0 is located at coordinates [1122.55, 621.35] with a bounding box of width 21.35 and height 52.87.
 At frame 133.0, person 8.0 is located at coordinates [1142.75, 620.87] with a bounding box of width 25.44 and height 60.46.
 At frame 133.0, person 26.0 is located at coordinates [1218.70, 614.64] with a bounding box of width 23.95 and height 57.76.
 At frame 133.0, person 27.0 is located at coordinates [501.38, 640.74] with a bounding box of width 17.50 and height 40.02.
 At frame 133.0, person 29.0 is located at coordinates [1875.89, 610.52] with a bounding box of width 32.49 and height 88.46.
 At frame 133.0, person 10.0 is located at coordinates [1298.49, 608.50] with a bounding box of width 28.48 and height 71.63.
 At frame 134.0, person 5.0 is located at coordinates [838.66, 589.76] with a bounding box of width 154.70 and height 339.81.
 At frame 134.0, person 11.0 is located at coordinates [185.06, 644.57] with a bounding box of width 32.13 and height 89.25.
 At frame 134.0, person 12.0 is located at coordinates [301.51, 646.28] with a bounding box of width 37.32 and height 82.59.
 At frame 134.0, person 16.0 is located at coordinates [1439.94, 606.68] with a bounding box of width 29.82 and height 78.94.
 At frame 134.0, person 17.0 is located at coordinates [1467.03, 609.84] with a bounding box of width 29.09 and height 73.08.
 At frame 134.0, person 19.0 is located at coordinates [1596.49, 599.65] with a bounding box of width 57.01 and height 141.10.
 At frame 134.0, person 22.0 is located at coordinates [1654.47, 607.19] with a bounding box of width 46.56 and height 127.97.
 At frame 134.0, person 7.0 is located at coordinates [741.82, 626.38] with a bounding box of width 43.12 and height 91.79.
 At frame 134.0, person 9.0 is located at coordinates [697.60, 630.06] with a bounding box of width 39.37 and height 87.77.
 At frame 134.0, person 18.0 is located at coordinates [1744.76, 612.49] with a bounding box of width 48.97 and height 125.56.
 At frame 134.0, person 28.0 is located at coordinates [1837.50, 605.68] with a bounding box of width 38.95 and height 99.87.
 At frame 134.0, person 1.0 is located at coordinates [1308.67, 576.78] with a bounding box of width 116.15 and height 285.35.
 At frame 134.0, person 21.0 is located at coordinates [1122.01, 621.25] with a bounding box of width 21.27 and height 52.64.
 At frame 134.0, person 8.0 is located at coordinates [1143.67, 621.78] with a bounding box of width 24.76 and height 59.13.
 At frame 134.0, person 26.0 is located at coordinates [1217.92, 614.07] with a bounding box of width 24.23 and height 58.30.
 At frame 134.0, person 27.0 is located at coordinates [501.36, 640.82] with a bounding box of width 17.54 and height 40.01.
 At frame 134.0, person 29.0 is located at coordinates [1876.18, 610.59] with a bounding box of width 31.36 and height 85.33.
 At frame 134.0, person 10.0 is located at coordinates [1299.89, 610.69] with a bounding box of width 27.79 and height 69.52.
 At frame 135.0, person 5.0 is located at coordinates [826.32, 591.33] with a bounding box of width 149.75 and height 339.17.
 At frame 135.0, person 11.0 is located at coordinates [184.33, 644.52] with a bounding box of width 32.40 and height 90.17.
 At frame 135.0, person 12.0 is located at coordinates [301.82, 646.23] with a bounding box of width 37.17 and height 82.52.
 At frame 135.0, person 16.0 is located at coordinates [1439.02, 606.42] with a bounding box of width 30.01 and height 78.93.
 At frame 135.0, person 17.0 is located at coordinates [1466.82, 610.10] with a bounding box of width 28.91 and height 72.27.
 At frame 135.0, person 19.0 is located at coordinates [1596.68, 600.01] with a bounding box of width 56.54 and height 139.82.
 At frame 135.0, person 22.0 is located at coordinates [1653.95, 606.65] with a bounding box of width 45.90 and height 126.55.
 At frame 135.0, person 7.0 is located at coordinates [743.62, 625.60] with a bounding box of width 44.82 and height 93.41.
 At frame 135.0, person 9.0 is located at coordinates [700.68, 629.75] with a bounding box of width 39.07 and height 86.81.
 At frame 135.0, person 18.0 is located at coordinates [1746.93, 614.70] with a bounding box of width 48.68 and height 123.48.
 At frame 135.0, person 28.0 is located at coordinates [1835.19, 607.35] with a bounding box of width 39.05 and height 98.13.
 At frame 135.0, person 1.0 is located at coordinates [1320.75, 576.74] with a bounding box of width 117.24 and height 285.75.
 At frame 135.0, person 21.0 is located at coordinates [1121.99, 621.51] with a bounding box of width 20.87 and height 51.96.
 At frame 135.0, person 8.0 is located at coordinates [1145.00, 620.40] with a bounding box of width 21.40 and height 51.60.
 At frame 135.0, person 26.0 is located at coordinates [1217.64, 613.85] with a bounding box of width 24.36 and height 58.50.
 At frame 135.0, person 27.0 is located at coordinates [501.35, 640.84] with a bounding box of width 17.57 and height 40.00.
 At frame 135.0, person 29.0 is located at coordinates [1874.86, 615.18] with a bounding box of width 31.00 and height 84.27.
 At frame 135.0, person 10.0 is located at coordinates [1300.83, 611.45] with a bounding box of width 27.82 and height 68.78.
 At frame 136.0, person 5.0 is located at coordinates [813.50, 588.72] with a bounding box of width 147.92 and height 343.86.
 At frame 136.0, person 11.0 is located at coordinates [184.10, 644.49] with a bounding box of width 32.47 and height 90.51.
 At frame 136.0, person 12.0 is located at coordinates [302.16, 645.91] with a bounding box of width 37.54 and height 83.69.
 At frame 136.0, person 16.0 is located at coordinates [1438.64, 606.02] with a bounding box of width 30.20 and height 78.94.
 At frame 136.0, person 17.0 is located at coordinates [1466.14, 610.19] with a bounding box of width 28.93 and height 71.97.
 At frame 136.0, person 19.0 is located at coordinates [1596.75, 598.95] with a bounding box of width 56.44 and height 139.95.
 At frame 136.0, person 22.0 is located at coordinates [1652.54, 605.83] with a bounding box of width 45.77 and height 126.63.
 At frame 136.0, person 7.0 is located at coordinates [744.88, 624.74] with a bounding box of width 46.45 and height 94.59.
 At frame 136.0, person 9.0 is located at coordinates [704.09, 629.05] with a bounding box of width 38.99 and height 87.03.
 At frame 136.0, person 18.0 is located at coordinates [1749.85, 614.60] with a bounding box of width 48.89 and height 123.31.
 At frame 136.0, person 28.0 is located at coordinates [1832.92, 606.83] with a bounding box of width 39.69 and height 98.02.
 At frame 136.0, person 1.0 is located at coordinates [1327.20, 574.68] with a bounding box of width 121.09 and height 290.00.
 At frame 136.0, person 21.0 is located at coordinates [1122.03, 621.03] with a bounding box of width 20.65 and height 51.70.
 At frame 136.0, person 8.0 is located at coordinates [1145.19, 619.83] with a bounding box of width 19.52 and height 47.32.
 At frame 136.0, person 26.0 is located at coordinates [1217.06, 613.77] with a bounding box of width 24.24 and height 57.99.
 At frame 136.0, person 27.0 is located at coordinates [501.25, 639.96] with a bounding box of width 17.80 and height 40.59.
 At frame 136.0, person 29.0 is located at coordinates [1871.80, 610.81] with a bounding box of width 33.56 and height 90.78.
 At frame 136.0, person 10.0 is located at coordinates [1301.50, 611.42] with a bounding box of width 28.39 and height 69.09.
 At frame 137.0, person 5.0 is located at coordinates [800.90, 590.96] with a bounding box of width 144.80 and height 340.66.
 At frame 137.0, person 11.0 is located at coordinates [182.85, 643.59] with a bounding box of width 32.84 and height 91.80.
 At frame 137.0, person 12.0 is located at coordinates [302.83, 646.66] with a bounding box of width 37.15 and height 82.96.
 At frame 137.0, person 16.0 is located at coordinates [1437.79, 605.57] with a bounding box of width 30.56 and height 79.53.
 At frame 137.0, person 17.0 is located at coordinates [1465.89, 610.81] with a bounding box of width 28.98 and height 71.27.
 At frame 137.0, person 19.0 is located at coordinates [1596.25, 598.24] with a bounding box of width 56.32 and height 140.02.
 At frame 137.0, person 22.0 is located at coordinates [1651.40, 604.64] with a bounding box of width 45.83 and height 127.28.
 At frame 137.0, person 7.0 is located at coordinates [746.27, 624.99] with a bounding box of width 47.40 and height 94.45.
 At frame 137.0, person 9.0 is located at coordinates [706.74, 628.21] with a bounding box of width 39.00 and height 87.69.
 At frame 137.0, person 18.0 is located at coordinates [1752.59, 611.29] with a bounding box of width 50.19 and height 127.40.
 At frame 137.0, person 28.0 is located at coordinates [1829.98, 606.93] with a bounding box of width 39.54 and height 96.79.
 At frame 137.0, person 1.0 is located at coordinates [1335.06, 575.38] with a bounding box of width 123.70 and height 289.27.
 At frame 137.0, person 21.0 is located at coordinates [1122.18, 621.14] with a bounding box of width 20.31 and height 51.01.
 At frame 137.0, person 8.0 is located at coordinates [1145.48, 620.23] with a bounding box of width 18.42 and height 45.21.
 At frame 137.0, person 26.0 is located at coordinates [1215.67, 613.44] with a bounding box of width 24.23 and height 57.80.
 At frame 137.0, person 27.0 is located at coordinates [500.92, 639.34] with a bounding box of width 17.88 and height 40.81.
 At frame 137.0, person 29.0 is located at coordinates [1868.26, 610.32] with a bounding box of width 34.54 and height 92.86.
 At frame 137.0, person 10.0 is located at coordinates [1301.65, 611.38] with a bounding box of width 28.82 and height 69.21.
 At frame 138.0, person 5.0 is located at coordinates [786.33, 597.12] with a bounding box of width 143.21 and height 332.92.
 At frame 138.0, person 11.0 is located at coordinates [182.27, 644.12] with a bounding box of width 32.53 and height 91.12.
 At frame 138.0, person 12.0 is located at coordinates [303.44, 646.06] with a bounding box of width 37.16 and height 83.27.
 At frame 138.0, person 16.0 is located at coordinates [1436.95, 605.10] with a bounding box of width 30.60 and height 79.77.
 At frame 138.0, person 17.0 is located at coordinates [1465.14, 611.03] with a bounding box of width 29.17 and height 71.03.
 At frame 138.0, person 19.0 is located at coordinates [1596.10, 596.20] with a bounding box of width 56.24 and height 140.66.
 At frame 138.0, person 22.0 is located at coordinates [1650.37, 604.18] with a bounding box of width 45.95 and height 128.13.
 At frame 138.0, person 7.0 is located at coordinates [746.57, 624.52] with a bounding box of width 48.02 and height 94.38.
 At frame 138.0, person 9.0 is located at coordinates [710.28, 629.08] with a bounding box of width 37.88 and height 85.59.
 At frame 138.0, person 18.0 is located at coordinates [1755.57, 610.34] with a bounding box of width 50.10 and height 127.76.
 At frame 138.0, person 28.0 is located at coordinates [1828.75, 607.56] with a bounding box of width 39.87 and height 96.89.
 At frame 138.0, person 1.0 is located at coordinates [1339.57, 577.13] with a bounding box of width 126.50 and height 288.38.
 At frame 138.0, person 21.0 is located at coordinates [1121.57, 620.90] with a bounding box of width 20.35 and height 51.33.
 At frame 138.0, person 8.0 is located at coordinates [1146.06, 620.07] with a bounding box of width 18.31 and height 45.09.
 At frame 138.0, person 26.0 is located at coordinates [1214.68, 613.61] with a bounding box of width 24.06 and height 57.14.
 At frame 138.0, person 27.0 is located at coordinates [500.42, 638.22] with a bounding box of width 18.11 and height 41.47.
 At frame 138.0, person 29.0 is located at coordinates [1866.86, 610.46] with a bounding box of width 35.22 and height 93.56.
 At frame 138.0, person 10.0 is located at coordinates [1301.60, 611.05] with a bounding box of width 29.18 and height 69.84.
 At frame 139.0, person 5.0 is located at coordinates [770.92, 594.43] with a bounding box of width 148.60 and height 337.37.
 At frame 139.0, person 11.0 is located at coordinates [180.63, 643.74] with a bounding box of width 32.25 and height 90.84.
 At frame 139.0, person 12.0 is located at coordinates [303.62, 644.66] with a bounding box of width 37.54 and height 84.56.
 At frame 139.0, person 16.0 is located at coordinates [1436.48, 604.34] with a bounding box of width 30.98 and height 81.03.
 At frame 139.0, person 17.0 is located at coordinates [1464.21, 611.11] with a bounding box of width 29.40 and height 70.94.
 At frame 139.0, person 19.0 is located at coordinates [1595.46, 595.13] with a bounding box of width 56.25 and height 141.50.
 At frame 139.0, person 22.0 is located at coordinates [1649.47, 603.72] with a bounding box of width 45.90 and height 128.46.
 At frame 139.0, person 7.0 is located at coordinates [749.39, 626.10] with a bounding box of width 47.33 and height 92.58.
 At frame 139.0, person 9.0 is located at coordinates [712.87, 630.61] with a bounding box of width 37.12 and height 84.19.
 At frame 139.0, person 18.0 is located at coordinates [1757.82, 609.67] with a bounding box of width 49.97 and height 128.48.
 At frame 139.0, person 28.0 is located at coordinates [1826.10, 607.51] with a bounding box of width 39.81 and height 96.92.
 At frame 139.0, person 1.0 is located at coordinates [1346.15, 576.62] with a bounding box of width 129.82 and height 289.21.
 At frame 139.0, person 21.0 is located at coordinates [1121.37, 621.10] with a bounding box of width 20.31 and height 51.46.
