At frame 0.0, person 1.0 is located at coordinates [1238.68, 371.25] with a bounding box of width 21.32 and height 53.88.
 At frame 1072.0, person 83.0 is located at coordinates [1191.13, 312.35] with a bounding box of width 89.01 and height 233.96.
 At frame 1072.0, person 84.0 is located at coordinates [836.66, 369.13] with a bounding box of width 13.27 and height 35.00.
 At frame 1073.0, person 79.0 is located at coordinates [1119.29, 331.82] with a bounding box of width 50.95 and height 120.95.
 At frame 1073.0, person 81.0 is located at coordinates [874.41, 364.80] with a bounding box of width 13.28 and height 34.37.
 At frame 1073.0, person 75.0 is located at coordinates [907.63, 366.75] with a bounding box of width 13.73 and height 33.40.
 At frame 1073.0, person 83.0 is located at coordinates [1185.92, 313.72] with a bounding box of width 90.63 and height 234.54.
 At frame 1073.0, person 84.0 is located at coordinates [835.92, 369.64] with a bounding box of width 12.66 and height 33.48.
 At frame 1074.0, person 79.0 is located at coordinates [1117.96, 332.19] with a bounding box of width 50.95 and height 121.02.
 At frame 1074.0, person 81.0 is located at coordinates [874.32, 364.80] with a bounding box of width 13.42 and height 34.57.
 At frame 1074.0, person 75.0 is located at coordinates [908.52, 366.42] with a bounding box of width 13.15 and height 31.96.
 At frame 1074.0, person 83.0 is located at coordinates [1177.48, 316.33] with a bounding box of width 90.64 and height 232.35.
 At frame 1074.0, person 84.0 is located at coordinates [835.77, 369.80] with a bounding box of width 12.29 and height 32.58.
 At frame 1074.0, person 85.0 is located at coordinates [220.03, 365.98] with a bounding box of width 19.00 and height 47.37.
 At frame 1075.0, person 79.0 is located at coordinates [1115.91, 330.93] with a bounding box of width 51.78 and height 123.03.
 At frame 1075.0, person 81.0 is located at coordinates [874.27, 364.60] with a bounding box of width 13.51 and height 34.65.
 At frame 1075.0, person 75.0 is located at coordinates [908.06, 366.69] with a bounding box of width 13.73 and height 33.03.
 At frame 1075.0, person 83.0 is located at coordinates [1167.46, 313.03] with a bounding box of width 91.82 and height 235.32.
 At frame 1075.0, person 84.0 is located at coordinates [835.74, 369.84] with a bounding box of width 12.17 and height 32.32.
 At frame 1075.0, person 85.0 is located at coordinates [218.91, 366.38] with a bounding box of width 20.42 and height 50.96.
 At frame 1076.0, person 79.0 is located at coordinates [1114.36, 330.65] with a bounding box of width 51.41 and height 122.24.
 At frame 1076.0, person 81.0 is located at coordinates [874.30, 364.32] with a bounding box of width 13.46 and height 34.31.
 At frame 1076.0, person 83.0 is located at coordinates [1161.36, 312.55] with a bounding box of width 91.75 and height 236.45.
 At frame 1076.0, person 84.0 is located at coordinates [835.83, 369.64] with a bounding box of width 11.98 and height 31.86.
 At frame 1076.0, person 85.0 is located at coordinates [219.47, 366.97] with a bounding box of width 19.68 and height 49.15.
 At frame 1077.0, person 79.0 is located at coordinates [1112.58, 329.75] with a bounding box of width 51.39 and height 122.34.
 At frame 1077.0, person 81.0 is located at coordinates [874.22, 364.02] with a bounding box of width 13.62 and height 34.60.
 At frame 1077.0, person 83.0 is located at coordinates [1154.15, 310.50] with a bounding box of width 91.93 and height 238.10.
 At frame 1077.0, person 84.0 is located at coordinates [835.74, 369.35] with a bounding box of width 11.37 and height 30.08.
 At frame 1077.0, person 85.0 is located at coordinates [219.64, 367.15] with a bounding box of width 18.85 and height 47.02.
 At frame 1077.0, person 82.0 is located at coordinates [1190.66, 331.88] with a bounding box of width 52.51 and height 123.25.
 At frame 1078.0, person 79.0 is located at coordinates [1110.73, 329.21] with a bounding box of width 51.50 and height 122.79.
 At frame 1078.0, person 81.0 is located at coordinates [873.40, 363.71] with a bounding box of width 14.49 and height 36.69.
 At frame 1078.0, person 83.0 is located at coordinates [1142.51, 307.90] with a bounding box of width 91.08 and height 238.34.
 At frame 1078.0, person 84.0 is located at coordinates [835.47, 369.24] with a bounding box of width 10.82 and height 28.66.
 At frame 1078.0, person 85.0 is located at coordinates [221.05, 366.76] with a bounding box of width 16.32 and height 40.65.
 At frame 1078.0, person 82.0 is located at coordinates [1188.99, 331.70] with a bounding box of width 52.27 and height 123.56.
 At frame 1079.0, person 79.0 is located at coordinates [1108.92, 328.61] with a bounding box of width 51.50 and height 122.96.
 At frame 1079.0, person 81.0 is located at coordinates [873.98, 364.17] with a bounding box of width 14.57 and height 36.69.
 At frame 1079.0, person 83.0 is located at coordinates [1132.61, 305.90] with a bounding box of width 91.40 and height 240.82.
 At frame 1079.0, person 84.0 is located at coordinates [835.87, 369.20] with a bounding box of width 10.50 and height 27.79.
 At frame 1079.0, person 85.0 is located at coordinates [222.13, 365.25] with a bounding box of width 15.16 and height 37.67.
 At frame 1079.0, person 82.0 is located at coordinates [1187.19, 331.45] with a bounding box of width 51.93 and height 123.66.
 At frame 1080.0, person 79.0 is located at coordinates [1105.56, 328.59] with a bounding box of width 51.50 and height 123.43.
 At frame 1080.0, person 81.0 is located at coordinates [873.63, 363.77] with a bounding box of width 16.55 and height 40.99.
 At frame 1080.0, person 83.0 is located at coordinates [1124.76, 308.67] with a bounding box of width 89.80 and height 236.64.
 At frame 1080.0, person 84.0 is located at coordinates [835.69, 369.40] with a bounding box of width 11.06 and height 29.18.
 At frame 1080.0, person 82.0 is located at coordinates [1185.85, 330.57] with a bounding box of width 51.28 and height 123.31.
 At frame 1081.0, person 79.0 is located at coordinates [1104.22, 327.21] with a bounding box of width 51.76 and height 124.00.
 At frame 1081.0, person 81.0 is located at coordinates [874.48, 363.62] with a bounding box of width 16.08 and height 39.57.
 At frame 1081.0, person 83.0 is located at coordinates [1115.38, 311.49] with a bounding box of width 89.32 and height 231.49.
 At frame 1081.0, person 84.0 is located at coordinates [835.75, 369.66] with a bounding box of width 11.02 and height 28.88.
 At frame 1081.0, person 82.0 is located at coordinates [1184.58, 330.43] with a bounding box of width 50.73 and height 122.79.
 At frame 1082.0, person 81.0 is located at coordinates [874.48, 362.78] with a bounding box of width 15.78 and height 38.56.
 At frame 1082.0, person 83.0 is located at coordinates [1104.54, 313.51] with a bounding box of width 91.84 and height 229.99.
 At frame 1082.0, person 84.0 is located at coordinates [836.16, 369.16] with a bounding box of width 11.05 and height 28.79.
 At frame 1082.0, person 82.0 is located at coordinates [1183.56, 330.38] with a bounding box of width 50.55 and height 122.60.
 At frame 1083.0, person 81.0 is located at coordinates [874.32, 362.47] with a bounding box of width 15.20 and height 36.99.
 At frame 1083.0, person 83.0 is located at coordinates [1092.97, 316.40] with a bounding box of width 94.31 and height 225.52.
 At frame 1083.0, person 84.0 is located at coordinates [835.56, 369.77] with a bounding box of width 10.97 and height 28.38.
 At frame 1083.0, person 82.0 is located at coordinates [1181.18, 330.96] with a bounding box of width 50.68 and height 122.14.
 At frame 1084.0, person 83.0 is located at coordinates [1085.44, 321.41] with a bounding box of width 97.62 and height 221.11.
 At frame 1084.0, person 84.0 is located at coordinates [835.00, 368.79] with a bounding box of width 12.45 and height 32.25.
 At frame 1084.0, person 82.0 is located at coordinates [1178.08, 331.76] with a bounding box of width 50.93 and height 121.58.
 At frame 1085.0, person 83.0 is located at coordinates [1078.97, 323.41] with a bounding box of width 102.17 and height 219.55.
 At frame 1085.0, person 82.0 is located at coordinates [1177.45, 332.65] with a bounding box of width 50.88 and height 120.59.
 At frame 1086.0, person 83.0 is located at coordinates [1069.79, 318.93] with a bounding box of width 108.56 and height 224.20.
 At frame 1086.0, person 82.0 is located at coordinates [1176.68, 333.38] with a bounding box of width 50.48 and height 118.65.
 At frame 1087.0, person 83.0 is located at coordinates [1061.24, 319.00] with a bounding box of width 111.54 and height 222.43.
 At frame 1087.0, person 82.0 is located at coordinates [1175.18, 333.84] with a bounding box of width 50.53 and height 117.54.
 At frame 1087.0, person 75.0 is located at coordinates [909.66, 366.21] with a bounding box of width 12.65 and height 30.83.
 At frame 1087.0, person 79.0 is located at coordinates [1099.14, 330.35] with a bounding box of width 51.09 and height 123.77.
 At frame 1088.0, person 83.0 is located at coordinates [1045.28, 317.80] with a bounding box of width 110.40 and height 221.41.
 At frame 1088.0, person 82.0 is located at coordinates [1174.25, 334.20] with a bounding box of width 51.03 and height 117.55.
 At frame 1088.0, person 75.0 is located at coordinates [909.34, 366.20] with a bounding box of width 12.50 and height 30.76.
 At frame 1088.0, person 79.0 is located at coordinates [1098.20, 331.25] with a bounding box of width 50.18 and height 122.93.
 At frame 1089.0, person 83.0 is located at coordinates [1030.59, 320.67] with a bounding box of width 105.96 and height 217.13.
 At frame 1089.0, person 82.0 is located at coordinates [1173.56, 334.72] with a bounding box of width 51.22 and height 117.17.
 At frame 1089.0, person 75.0 is located at coordinates [908.47, 365.80] with a bounding box of width 13.20 and height 32.73.
 At frame 1089.0, person 79.0 is located at coordinates [1097.30, 331.94] with a bounding box of width 48.68 and height 119.90.
 At frame 1090.0, person 83.0 is located at coordinates [1029.98, 314.38] with a bounding box of width 109.56 and height 225.09.
 At frame 1090.0, person 82.0 is located at coordinates [1172.03, 335.10] with a bounding box of width 51.59 and height 117.05.
 At frame 1090.0, person 75.0 is located at coordinates [908.18, 365.84] with a bounding box of width 14.18 and height 35.36.
 At frame 1090.0, person 79.0 is located at coordinates [1097.21, 332.58] with a bounding box of width 47.74 and height 118.38.
 At frame 1091.0, person 83.0 is located at coordinates [1018.86, 312.47] with a bounding box of width 108.95 and height 228.79.
 At frame 1091.0, person 82.0 is located at coordinates [1170.75, 335.42] with a bounding box of width 51.67 and height 116.24.
 At frame 1091.0, person 75.0 is located at coordinates [907.51, 365.49] with a bounding box of width 14.92 and height 37.13.
 At frame 1091.0, person 79.0 is located at coordinates [1096.58, 333.20] with a bounding box of width 47.10 and height 116.64.
 At frame 1092.0, person 83.0 is located at coordinates [1010.75, 310.18] with a bounding box of width 106.98 and height 231.00.
 At frame 1092.0, person 82.0 is located at coordinates [1169.68, 335.73] with a bounding box of width 51.02 and height 113.98.
 At frame 1092.0, person 75.0 is located at coordinates [906.93, 365.54] with a bounding box of width 15.09 and height 37.44.
 At frame 1092.0, person 79.0 is located at coordinates [1094.72, 332.83] with a bounding box of width 47.04 and height 116.42.
 At frame 1093.0, person 83.0 is located at coordinates [1001.55, 309.31] with a bounding box of width 105.10 and height 232.23.
 At frame 1093.0, person 82.0 is located at coordinates [1168.90, 335.63] with a bounding box of width 50.85 and height 113.16.
 At frame 1093.0, person 75.0 is located at coordinates [906.62, 365.56] with a bounding box of width 15.30 and height 37.92.
 At frame 1093.0, person 79.0 is located at coordinates [1093.81, 332.68] with a bounding box of width 46.76 and height 115.18.
 At frame 1093.0, person 81.0 is located at coordinates [873.34, 363.76] with a bounding box of width 14.35 and height 34.42.
 At frame 1094.0, person 83.0 is located at coordinates [994.43, 309.39] with a bounding box of width 102.16 and height 230.35.
 At frame 1094.0, person 82.0 is located at coordinates [1167.52, 335.39] with a bounding box of width 50.32 and height 112.09.
 At frame 1094.0, person 75.0 is located at coordinates [906.51, 365.38] with a bounding box of width 15.38 and height 38.09.
 At frame 1094.0, person 79.0 is located at coordinates [1092.21, 332.41] with a bounding box of width 46.92 and height 115.13.
 At frame 1094.0, person 81.0 is located at coordinates [873.37, 364.47] with a bounding box of width 14.15 and height 33.89.
 At frame 1095.0, person 83.0 is located at coordinates [988.04, 309.83] with a bounding box of width 99.76 and height 228.83.
 At frame 1095.0, person 82.0 is located at coordinates [1165.78, 334.69] with a bounding box of width 50.30 and height 112.51.
 At frame 1095.0, person 75.0 is located at coordinates [906.47, 365.51] with a bounding box of width 15.41 and height 38.13.
 At frame 1095.0, person 79.0 is located at coordinates [1091.48, 332.31] with a bounding box of width 46.55 and height 113.96.
 At frame 1095.0, person 81.0 is located at coordinates [873.36, 364.29] with a bounding box of width 15.74 and height 38.12.
 At frame 1096.0, person 83.0 is located at coordinates [981.11, 312.55] with a bounding box of width 97.61 and height 224.34.
 At frame 1096.0, person 82.0 is located at coordinates [1164.11, 333.84] with a bounding box of width 50.47 and height 113.87.
 At frame 1096.0, person 75.0 is located at coordinates [906.46, 365.56] with a bounding box of width 15.42 and height 38.13.
 At frame 1096.0, person 79.0 is located at coordinates [1090.42, 330.88] with a bounding box of width 47.29 and height 115.92.
 At frame 1096.0, person 81.0 is located at coordinates [872.65, 364.23] with a bounding box of width 16.19 and height 39.60.
 At frame 1097.0, person 83.0 is located at coordinates [970.65, 314.19] with a bounding box of width 98.23 and height 222.25.
 At frame 1097.0, person 82.0 is located at coordinates [1162.58, 333.52] with a bounding box of width 50.48 and height 114.40.
 At frame 1097.0, person 75.0 is located at coordinates [906.46, 365.58] with a bounding box of width 15.42 and height 38.12.
 At frame 1097.0, person 79.0 is located at coordinates [1089.11, 330.74] with a bounding box of width 47.15 and height 115.49.
 At frame 1097.0, person 81.0 is located at coordinates [872.46, 364.01] with a bounding box of width 16.18 and height 39.80.
 At frame 1098.0, person 83.0 is located at coordinates [961.56, 314.79] with a bounding box of width 100.07 and height 221.49.
 At frame 1098.0, person 82.0 is located at coordinates [1161.84, 333.79] with a bounding box of width 50.15 and height 114.62.
 At frame 1098.0, person 75.0 is located at coordinates [906.47, 365.59] with a bounding box of width 15.41 and height 38.10.
 At frame 1098.0, person 79.0 is located at coordinates [1087.92, 330.68] with a bounding box of width 46.99 and height 115.34.
 At frame 1098.0, person 81.0 is located at coordinates [872.61, 363.53] with a bounding box of width 16.50 and height 41.02.
 At frame 1099.0, person 83.0 is located at coordinates [954.58, 315.99] with a bounding box of width 102.29 and height 220.45.
 At frame 1099.0, person 82.0 is located at coordinates [1160.68, 334.09] with a bounding box of width 49.54 and height 114.32.
 At frame 1099.0, person 75.0 is located at coordinates [906.47, 365.60] with a bounding box of width 15.41 and height 38.07.
 At frame 1099.0, person 79.0 is located at coordinates [1087.22, 330.67] with a bounding box of width 46.75 and height 114.91.
 At frame 1099.0, person 81.0 is located at coordinates [872.51, 363.54] with a bounding box of width 16.16 and height 40.33.
 At frame 1100.0, person 83.0 is located at coordinates [946.64, 316.24] with a bounding box of width 105.81 and height 221.26.
 At frame 1100.0, person 82.0 is located at coordinates [1159.11, 334.39] with a bounding box of width 49.32 and height 114.60.
 At frame 1100.0, person 75.0 is located at coordinates [906.35, 365.41] with a bounding box of width 15.66 and height 38.44.
 At frame 1100.0, person 79.0 is located at coordinates [1086.50, 332.04] with a bounding box of width 46.09 and height 113.19.
 At frame 1100.0, person 81.0 is located at coordinates [872.43, 363.54] with a bounding box of width 16.12 and height 40.42.
 At frame 1101.0, person 83.0 is located at coordinates [940.31, 319.26] with a bounding box of width 107.39 and height 218.06.
 At frame 1101.0, person 82.0 is located at coordinates [1158.03, 334.90] with a bounding box of width 48.77 and height 113.94.
 At frame 1101.0, person 75.0 is located at coordinates [906.41, 365.53] with a bounding box of width 15.55 and height 38.19.
 At frame 1101.0, person 79.0 is located at coordinates [1085.61, 333.15] with a bounding box of width 45.60 and height 111.77.
 At frame 1101.0, person 81.0 is located at coordinates [872.36, 363.35] with a bounding box of width 16.18 and height 40.83.
 At frame 1102.0, person 83.0 is located at coordinates [933.61, 319.40] with a bounding box of width 109.42 and height 218.85.
 At frame 1102.0, person 82.0 is located at coordinates [1156.46, 335.87] with a bounding box of width 47.85 and height 112.12.
 At frame 1102.0, person 75.0 is located at coordinates [906.38, 365.39] with a bounding box of width 15.62 and height 38.07.
 At frame 1102.0, person 79.0 is located at coordinates [1084.85, 334.74] with a bounding box of width 44.80 and height 109.68.
 At frame 1102.0, person 81.0 is located at coordinates [872.49, 363.47] with a bounding box of width 15.90 and height 40.20.
 At frame 1103.0, person 83.0 is located at coordinates [926.17, 320.60] with a bounding box of width 108.83 and height 215.25.
 At frame 1103.0, person 82.0 is located at coordinates [1155.30, 336.43] with a bounding box of width 47.18 and height 111.06.
 At frame 1103.0, person 75.0 is located at coordinates [906.40, 365.53] with a bounding box of width 15.58 and height 38.02.
 At frame 1103.0, person 79.0 is located at coordinates [1084.33, 336.12] with a bounding box of width 44.27 and height 108.14.
 At frame 1103.0, person 81.0 is located at coordinates [872.81, 364.11] with a bounding box of width 15.25 and height 38.76.
 At frame 1103.0, person 84.0 is located at coordinates [836.84, 368.29] with a bounding box of width 13.73 and height 36.08.
 At frame 1104.0, person 83.0 is located at coordinates [919.12, 320.24] with a bounding box of width 109.10 and height 215.89.
 At frame 1104.0, person 82.0 is located at coordinates [1154.80, 337.82] with a bounding box of width 46.39 and height 109.49.
 At frame 1104.0, person 75.0 is located at coordinates [906.48, 365.78] with a bounding box of width 15.42 and height 37.61.
 At frame 1104.0, person 79.0 is located at coordinates [1083.42, 336.02] with a bounding box of width 44.02 and height 107.60.
 At frame 1104.0, person 81.0 is located at coordinates [872.96, 364.15] with a bounding box of width 14.96 and height 38.21.
 At frame 1104.0, person 84.0 is located at coordinates [837.01, 368.48] with a bounding box of width 13.52 and height 35.78.
 At frame 1105.0, person 83.0 is located at coordinates [909.55, 319.11] with a bounding box of width 108.69 and height 218.13.
 At frame 1105.0, person 82.0 is located at coordinates [1153.86, 338.52] with a bounding box of width 46.16 and height 108.93.
 At frame 1105.0, person 75.0 is located at coordinates [906.12, 366.07] with a bounding box of width 15.37 and height 37.44.
 At frame 1105.0, person 79.0 is located at coordinates [1082.14, 336.16] with a bounding box of width 44.31 and height 108.22.
 At frame 1105.0, person 81.0 is located at coordinates [873.03, 364.16] with a bounding box of width 14.82 and height 38.00.
 At frame 1105.0, person 84.0 is located at coordinates [837.09, 368.55] with a bounding box of width 13.41 and height 35.66.
 At frame 1106.0, person 83.0 is located at coordinates [901.55, 317.88] with a bounding box of width 106.95 and height 219.77.
 At frame 1106.0, person 82.0 is located at coordinates [1152.89, 339.36] with a bounding box of width 45.82 and height 108.35.
 At frame 1106.0, person 75.0 is located at coordinates [906.38, 366.18] with a bounding box of width 15.35 and height 37.38.
 At frame 1106.0, person 79.0 is located at coordinates [1080.30, 335.80] with a bounding box of width 44.87 and height 109.66.
 At frame 1106.0, person 81.0 is located at coordinates [873.02, 364.17] with a bounding box of width 14.85 and height 37.92.
 At frame 1106.0, person 84.0 is located at coordinates [837.13, 368.38] with a bounding box of width 13.34 and height 35.61.
 At frame 1107.0, person 83.0 is located at coordinates [894.29, 316.04] with a bounding box of width 104.42 and height 220.80.
 At frame 1107.0, person 82.0 is located at coordinates [1151.74, 339.26] with a bounding box of width 45.81 and height 108.55.
 At frame 1107.0, person 75.0 is located at coordinates [906.40, 366.02] with a bounding box of width 15.48 and height 37.74.
 At frame 1107.0, person 79.0 is located at coordinates [1078.94, 335.85] with a bounding box of width 44.93 and height 109.83.
 At frame 1107.0, person 81.0 is located at coordinates [873.06, 363.97] with a bounding box of width 14.78 and height 37.90.
 At frame 1107.0, person 84.0 is located at coordinates [836.82, 368.31] with a bounding box of width 13.18 and height 35.20.
 At frame 1108.0, person 83.0 is located at coordinates [885.80, 314.55] with a bounding box of width 103.04 and height 223.54.
 At frame 1108.0, person 82.0 is located at coordinates [1149.94, 338.22] with a bounding box of width 46.29 and height 109.82.
 At frame 1108.0, person 75.0 is located at coordinates [906.17, 366.35] with a bounding box of width 15.25 and height 37.09.
 At frame 1108.0, person 79.0 is located at coordinates [1077.36, 335.27] with a bounding box of width 44.82 and height 109.52.
 At frame 1108.0, person 81.0 is located at coordinates [872.70, 364.09] with a bounding box of width 14.70 and height 37.49.
 At frame 1108.0, person 84.0 is located at coordinates [835.40, 367.70] with a bounding box of width 13.35 and height 35.83.
 At frame 1109.0, person 83.0 is located at coordinates [881.18, 314.00] with a bounding box of width 100.47 and height 223.02.
 At frame 1109.0, person 82.0 is located at coordinates [1148.08, 337.82] with a bounding box of width 45.81 and height 109.14.
 At frame 1109.0, person 75.0 is located at coordinates [905.73, 366.67] with a bounding box of width 15.06 and height 36.84.
 At frame 1109.0, person 79.0 is located at coordinates [1075.95, 334.85] with a bounding box of width 44.93 and height 109.81.
 At frame 1109.0, person 81.0 is located at coordinates [872.42, 363.74] with a bounding box of width 14.98 and height 38.13.
 At frame 1109.0, person 84.0 is located at coordinates [836.12, 368.06] with a bounding box of width 13.27 and height 35.67.
 At frame 1110.0, person 83.0 is located at coordinates [873.22, 311.06] with a bounding box of width 100.05 and height 225.94.
 At frame 1110.0, person 82.0 is located at coordinates [1146.75, 337.27] with a bounding box of width 45.41 and height 108.90.
 At frame 1110.0, person 79.0 is located at coordinates [1074.24, 334.49] with a bounding box of width 45.09 and height 109.93.
 At frame 1110.0, person 81.0 is located at coordinates [872.37, 363.81] with a bounding box of width 14.97 and height 37.98.
 At frame 1110.0, person 84.0 is located at coordinates [836.85, 368.20] with a bounding box of width 13.10 and height 35.21.
 At frame 1111.0, person 83.0 is located at coordinates [866.93, 312.49] with a bounding box of width 97.67 and height 222.75.
 At frame 1111.0, person 82.0 is located at coordinates [1145.33, 337.25] with a bounding box of width 44.86 and height 108.43.
 At frame 1111.0, person 79.0 is located at coordinates [1072.50, 334.15] with a bounding box of width 45.07 and height 109.59.
 At frame 1111.0, person 81.0 is located at coordinates [872.67, 364.03] with a bounding box of width 15.12 and height 38.31.
 At frame 1111.0, person 84.0 is located at coordinates [837.13, 368.45] with a bounding box of width 13.04 and height 35.03.
 At frame 1112.0, person 83.0 is located at coordinates [860.09, 315.61] with a bounding box of width 97.70 and height 222.69.
 At frame 1112.0, person 82.0 is located at coordinates [1143.38, 336.07] with a bounding box of width 45.25 and height 109.83.
 At frame 1112.0, person 79.0 is located at coordinates [1071.15, 334.22] with a bounding box of width 44.99 and height 109.08.
 At frame 1112.0, person 81.0 is located at coordinates [872.71, 364.31] with a bounding box of width 15.33 and height 38.83.
 At frame 1112.0, person 84.0 is located at coordinates [837.23, 368.54] with a bounding box of width 13.02 and height 34.97.
 At frame 1112.0, person 86.0 is located at coordinates [870.99, 364.68] with a bounding box of width 14.21 and height 36.12.
 At frame 1113.0, person 83.0 is located at coordinates [854.69, 318.55] with a bounding box of width 97.70 and height 220.71.
 At frame 1113.0, person 82.0 is located at coordinates [1142.03, 335.23] with a bounding box of width 45.16 and height 109.98.
 At frame 1113.0, person 79.0 is located at coordinates [1070.32, 333.85] with a bounding box of width 44.92 and height 108.90.
 At frame 1113.0, person 81.0 is located at coordinates [873.51, 364.80] with a bounding box of width 15.40 and height 39.02.
 At frame 1113.0, person 84.0 is located at coordinates [836.55, 369.17] with a bounding box of width 12.88 and height 34.94.
 At frame 1113.0, person 86.0 is located at coordinates [870.63, 365.41] with a bounding box of width 14.01 and height 35.66.
 At frame 1114.0, person 83.0 is located at coordinates [852.56, 321.42] with a bounding box of width 96.92 and height 216.43.
 At frame 1114.0, person 82.0 is located at coordinates [1139.80, 334.53] with a bounding box of width 45.55 and height 110.82.
 At frame 1114.0, person 79.0 is located at coordinates [1068.82, 333.91] with a bounding box of width 45.02 and height 108.84.
 At frame 1114.0, person 84.0 is located at coordinates [837.49, 369.99] with a bounding box of width 12.77 and height 34.54.
 At frame 1114.0, person 86.0 is located at coordinates [871.06, 368.43] with a bounding box of width 12.84 and height 32.73.
 At frame 1115.0, person 83.0 is located at coordinates [846.73, 320.51] with a bounding box of width 99.43 and height 217.99.
 At frame 1115.0, person 82.0 is located at coordinates [1138.11, 335.44] with a bounding box of width 45.18 and height 109.58.
 At frame 1115.0, person 79.0 is located at coordinates [1067.50, 334.91] with a bounding box of width 45.10 and height 108.44.
 At frame 1115.0, person 84.0 is located at coordinates [836.62, 370.69] with a bounding box of width 13.62 and height 37.15.
 At frame 1116.0, person 83.0 is located at coordinates [839.19, 322.12] with a bounding box of width 101.38 and height 217.80.
 At frame 1116.0, person 82.0 is located at coordinates [1136.39, 336.18] with a bounding box of width 44.97 and height 108.72.
 At frame 1116.0, person 79.0 is located at coordinates [1066.34, 335.09] with a bounding box of width 45.00 and height 107.90.
 At frame 1116.0, person 84.0 is located at coordinates [835.57, 369.23] with a bounding box of width 13.86 and height 37.72.
 At frame 1116.0, person 75.0 is located at coordinates [906.96, 366.83] with a bounding box of width 14.31 and height 35.04.
 At frame 1117.0, person 83.0 is located at coordinates [830.96, 322.70] with a bounding box of width 103.22 and height 216.95.
 At frame 1117.0, person 82.0 is located at coordinates [1135.39, 337.06] with a bounding box of width 44.94 and height 108.01.
 At frame 1117.0, person 79.0 is located at coordinates [1065.33, 335.35] with a bounding box of width 45.41 and height 108.11.
 At frame 1117.0, person 84.0 is located at coordinates [833.40, 368.44] with a bounding box of width 13.61 and height 36.78.
 At frame 1117.0, person 75.0 is located at coordinates [907.27, 366.20] with a bounding box of width 13.84 and height 33.67.
 At frame 1118.0, person 83.0 is located at coordinates [816.26, 324.08] with a bounding box of width 99.36 and height 213.12.
 At frame 1118.0, person 82.0 is located at coordinates [1134.10, 337.58] with a bounding box of width 45.30 and height 107.75.
 At frame 1118.0, person 79.0 is located at coordinates [1064.08, 335.44] with a bounding box of width 45.85 and height 108.19.
 At frame 1118.0, person 84.0 is located at coordinates [832.99, 368.13] with a bounding box of width 13.43 and height 36.39.
 At frame 1118.0, person 75.0 is located at coordinates [906.34, 366.20] with a bounding box of width 14.14 and height 34.44.
 At frame 1119.0, person 83.0 is located at coordinates [806.29, 324.37] with a bounding box of width 96.32 and height 210.90.
 At frame 1119.0, person 82.0 is located at coordinates [1132.89, 337.97] with a bounding box of width 45.43 and height 107.27.
 At frame 1119.0, person 79.0 is located at coordinates [1061.99, 334.89] with a bounding box of width 46.99 and height 109.41.
 At frame 1120.0, person 83.0 is located at coordinates [794.86, 321.89] with a bounding box of width 96.25 and height 214.85.
 At frame 1120.0, person 82.0 is located at coordinates [1132.46, 338.30] with a bounding box of width 45.55 and height 107.11.
 At frame 1120.0, person 79.0 is located at coordinates [1061.08, 334.67] with a bounding box of width 47.76 and height 109.87.
 At frame 1121.0, person 83.0 is located at coordinates [789.29, 321.35] with a bounding box of width 88.46 and height 200.33.
 At frame 1121.0, person 82.0 is located at coordinates [1130.62, 338.62] with a bounding box of width 45.92 and height 107.05.
 At frame 1121.0, person 79.0 is located at coordinates [1060.81, 334.79] with a bounding box of width 47.98 and height 109.66.
 At frame 1122.0, person 83.0 is located at coordinates [783.50, 318.29] with a bounding box of width 89.87 and height 205.20.
 At frame 1122.0, person 82.0 is located at coordinates [1128.71, 338.93] with a bounding box of width 46.25 and height 106.65.
 At frame 1122.0, person 79.0 is located at coordinates [1060.34, 335.02] with a bounding box of width 48.12 and height 109.58.
 At frame 1123.0, person 83.0 is located at coordinates [776.87, 315.45] with a bounding box of width 92.73 and height 214.00.
 At frame 1123.0, person 82.0 is located at coordinates [1127.51, 338.84] with a bounding box of width 46.66 and height 106.90.
 At frame 1123.0, person 79.0 is located at coordinates [1060.36, 335.31] with a bounding box of width 47.85 and height 108.76.
 At frame 1124.0, person 83.0 is located at coordinates [771.26, 313.43] with a bounding box of width 91.99 and height 214.23.
 At frame 1124.0, person 82.0 is located at coordinates [1126.05, 338.80] with a bounding box of width 46.59 and height 106.22.
 At frame 1124.0, person 79.0 is located at coordinates [1060.12, 335.22] with a bounding box of width 47.54 and height 108.07.
 At frame 1125.0, person 83.0 is located at coordinates [767.25, 310.13] with a bounding box of width 91.44 and height 215.09.
 At frame 1125.0, person 82.0 is located at coordinates [1125.54, 338.78] with a bounding box of width 46.60 and height 106.37.
 At frame 1125.0, person 79.0 is located at coordinates [1060.51, 335.18] with a bounding box of width 47.31 and height 107.81.
 At frame 1126.0, person 83.0 is located at coordinates [760.58, 310.87] with a bounding box of width 88.84 and height 211.13.
 At frame 1126.0, person 82.0 is located at coordinates [1124.82, 338.57] with a bounding box of width 46.17 and height 105.65.
 At frame 1126.0, person 79.0 is located at coordinates [1060.46, 334.97] with a bounding box of width 46.91 and height 107.32.
 At frame 1127.0, person 83.0 is located at coordinates [751.73, 310.60] with a bounding box of width 86.19 and height 207.25.
 At frame 1127.0, person 82.0 is located at coordinates [1123.63, 337.89] with a bounding box of width 46.40 and height 106.57.
 At frame 1127.0, person 79.0 is located at coordinates [1060.18, 334.89] with a bounding box of width 46.54 and height 107.15.
