At frame 0.0, person 1.0 is located at coordinates [775.07, 343.72] with a bounding box of width 14.21 and height 33.75.
 At frame 835.0, person 223.0 is located at coordinates [837.94, 360.44] with a bounding box of width 18.45 and height 46.72.
 At frame 835.0, person 265.0 is located at coordinates [749.11, 360.47] with a bounding box of width 11.36 and height 29.49.
 At frame 835.0, person 271.0 is located at coordinates [1004.16, 350.41] with a bounding box of width 29.68 and height 69.92.
 At frame 835.0, person 275.0 is located at coordinates [854.51, 358.33] with a bounding box of width 12.52 and height 30.85.
 At frame 835.0, person 261.0 is located at coordinates [1042.73, 346.67] with a bounding box of width 21.07 and height 62.40.
 At frame 835.0, person 276.0 is located at coordinates [818.45, 358.95] with a bounding box of width 14.22 and height 37.76.
 At frame 835.0, person 273.0 is located at coordinates [896.21, 357.71] with a bounding box of width 16.41 and height 43.24.
 At frame 835.0, person 277.0 is located at coordinates [778.72, 360.82] with a bounding box of width 9.15 and height 21.75.
 At frame 836.0, person 223.0 is located at coordinates [836.79, 360.59] with a bounding box of width 18.87 and height 47.83.
 At frame 836.0, person 265.0 is located at coordinates [748.41, 362.28] with a bounding box of width 10.94 and height 28.41.
 At frame 836.0, person 271.0 is located at coordinates [1004.25, 351.62] with a bounding box of width 29.76 and height 69.53.
 At frame 836.0, person 275.0 is located at coordinates [852.09, 359.77] with a bounding box of width 13.24 and height 32.78.
 At frame 836.0, person 261.0 is located at coordinates [1043.24, 346.93] with a bounding box of width 21.27 and height 62.99.
 At frame 836.0, person 276.0 is located at coordinates [817.81, 360.17] with a bounding box of width 14.28 and height 37.93.
 At frame 836.0, person 273.0 is located at coordinates [895.81, 358.89] with a bounding box of width 16.32 and height 42.91.
 At frame 836.0, person 277.0 is located at coordinates [778.11, 361.28] with a bounding box of width 9.32 and height 22.15.
 At frame 837.0, person 223.0 is located at coordinates [835.02, 361.60] with a bounding box of width 18.64 and height 47.47.
 At frame 837.0, person 265.0 is located at coordinates [747.84, 362.93] with a bounding box of width 10.64 and height 27.61.
 At frame 837.0, person 271.0 is located at coordinates [1003.28, 351.86] with a bounding box of width 30.20 and height 70.17.
 At frame 837.0, person 275.0 is located at coordinates [848.66, 359.92] with a bounding box of width 14.75 and height 36.55.
 At frame 837.0, person 261.0 is located at coordinates [1042.97, 347.02] with a bounding box of width 22.24 and height 65.57.
 At frame 837.0, person 276.0 is located at coordinates [816.75, 361.01] with a bounding box of width 14.41 and height 37.99.
 At frame 837.0, person 273.0 is located at coordinates [894.61, 357.96] with a bounding box of width 16.80 and height 43.95.
 At frame 837.0, person 277.0 is located at coordinates [777.58, 361.62] with a bounding box of width 9.24 and height 21.92.
 At frame 838.0, person 223.0 is located at coordinates [834.01, 362.35] with a bounding box of width 18.51 and height 47.33.
 At frame 838.0, person 265.0 is located at coordinates [746.68, 363.35] with a bounding box of width 10.92 and height 28.11.
 At frame 838.0, person 271.0 is located at coordinates [1002.73, 352.32] with a bounding box of width 30.71 and height 70.79.
 At frame 838.0, person 275.0 is located at coordinates [847.43, 360.72] with a bounding box of width 15.18 and height 37.26.
 At frame 838.0, person 261.0 is located at coordinates [1042.55, 348.97] with a bounding box of width 22.43 and height 66.53.
 At frame 838.0, person 276.0 is located at coordinates [815.88, 361.70] with a bounding box of width 14.63 and height 38.39.
 At frame 838.0, person 273.0 is located at coordinates [894.44, 360.51] with a bounding box of width 16.40 and height 42.78.
 At frame 838.0, person 277.0 is located at coordinates [776.85, 361.92] with a bounding box of width 9.52 and height 22.64.
 At frame 839.0, person 223.0 is located at coordinates [832.96, 362.60] with a bounding box of width 18.29 and height 46.90.
 At frame 839.0, person 265.0 is located at coordinates [745.73, 363.88] with a bounding box of width 11.33 and height 29.08.
 At frame 839.0, person 271.0 is located at coordinates [1002.77, 353.06] with a bounding box of width 31.18 and height 71.41.
 At frame 839.0, person 275.0 is located at coordinates [846.55, 361.21] with a bounding box of width 15.44 and height 37.90.
 At frame 839.0, person 261.0 is located at coordinates [1043.78, 349.53] with a bounding box of width 22.77 and height 67.28.
 At frame 839.0, person 276.0 is located at coordinates [815.49, 361.95] with a bounding box of width 14.88 and height 38.92.
 At frame 839.0, person 273.0 is located at coordinates [893.92, 358.34] with a bounding box of width 17.93 and height 47.04.
 At frame 840.0, person 223.0 is located at coordinates [831.51, 361.68] with a bounding box of width 18.82 and height 48.32.
 At frame 840.0, person 265.0 is located at coordinates [744.54, 364.25] with a bounding box of width 11.63 and height 29.83.
 At frame 840.0, person 271.0 is located at coordinates [1001.49, 353.72] with a bounding box of width 31.60 and height 72.03.
 At frame 840.0, person 275.0 is located at coordinates [845.05, 362.71] with a bounding box of width 14.89 and height 36.61.
 At frame 840.0, person 261.0 is located at coordinates [1044.00, 351.28] with a bounding box of width 22.61 and height 66.40.
 At frame 840.0, person 276.0 is located at coordinates [813.79, 362.60] with a bounding box of width 15.00 and height 39.11.
 At frame 840.0, person 273.0 is located at coordinates [893.79, 361.70] with a bounding box of width 16.85 and height 44.05.
 At frame 841.0, person 223.0 is located at coordinates [829.83, 362.49] with a bounding box of width 19.01 and height 48.85.
 At frame 841.0, person 265.0 is located at coordinates [743.79, 364.76] with a bounding box of width 11.62 and height 29.73.
 At frame 841.0, person 271.0 is located at coordinates [1001.35, 354.14] with a bounding box of width 31.84 and height 72.26.
 At frame 841.0, person 275.0 is located at coordinates [843.68, 363.67] with a bounding box of width 14.76 and height 36.06.
 At frame 841.0, person 276.0 is located at coordinates [812.97, 363.02] with a bounding box of width 15.43 and height 39.96.
 At frame 841.0, person 273.0 is located at coordinates [893.53, 362.30] with a bounding box of width 16.80 and height 43.96.
 At frame 842.0, person 223.0 is located at coordinates [828.65, 364.14] with a bounding box of width 18.68 and height 47.89.
 At frame 842.0, person 265.0 is located at coordinates [743.20, 364.74] with a bounding box of width 11.50 and height 29.29.
 At frame 842.0, person 271.0 is located at coordinates [1000.88, 354.67] with a bounding box of width 31.97 and height 71.94.
 At frame 842.0, person 275.0 is located at coordinates [842.27, 363.82] with a bounding box of width 15.02 and height 36.62.
 At frame 842.0, person 276.0 is located at coordinates [812.00, 363.94] with a bounding box of width 15.39 and height 39.49.
 At frame 842.0, person 273.0 is located at coordinates [892.11, 359.37] with a bounding box of width 18.66 and height 49.00.
 At frame 843.0, person 223.0 is located at coordinates [827.45, 364.95] with a bounding box of width 18.58 and height 47.52.
 At frame 843.0, person 265.0 is located at coordinates [740.59, 364.90] with a bounding box of width 12.38 and height 31.48.
 At frame 843.0, person 271.0 is located at coordinates [1000.51, 355.04] with a bounding box of width 32.41 and height 72.21.
 At frame 843.0, person 275.0 is located at coordinates [841.44, 364.24] with a bounding box of width 15.00 and height 36.43.
 At frame 843.0, person 276.0 is located at coordinates [810.45, 364.66] with a bounding box of width 15.45 and height 39.30.
 At frame 843.0, person 273.0 is located at coordinates [891.79, 358.68] with a bounding box of width 18.93 and height 49.72.
 At frame 844.0, person 223.0 is located at coordinates [825.65, 364.64] with a bounding box of width 18.97 and height 48.56.
 At frame 844.0, person 265.0 is located at coordinates [739.37, 364.77] with a bounding box of width 12.47 and height 31.90.
 At frame 844.0, person 271.0 is located at coordinates [999.69, 355.17] with a bounding box of width 33.16 and height 73.08.
 At frame 844.0, person 275.0 is located at coordinates [839.98, 363.99] with a bounding box of width 15.81 and height 38.29.
 At frame 844.0, person 276.0 is located at coordinates [809.52, 364.91] with a bounding box of width 15.42 and height 39.22.
 At frame 844.0, person 273.0 is located at coordinates [891.23, 358.78] with a bounding box of width 19.15 and height 50.36.
 At frame 845.0, person 223.0 is located at coordinates [824.49, 366.06] with a bounding box of width 18.59 and height 47.79.
 At frame 845.0, person 265.0 is located at coordinates [737.87, 365.27] with a bounding box of width 12.33 and height 31.28.
 At frame 845.0, person 271.0 is located at coordinates [1001.29, 356.17] with a bounding box of width 32.72 and height 72.23.
 At frame 845.0, person 275.0 is located at coordinates [838.68, 364.27] with a bounding box of width 16.13 and height 38.97.
 At frame 845.0, person 276.0 is located at coordinates [808.48, 365.57] with a bounding box of width 15.28 and height 38.79.
 At frame 845.0, person 273.0 is located at coordinates [890.64, 359.58] with a bounding box of width 19.22 and height 50.58.
 At frame 846.0, person 223.0 is located at coordinates [822.94, 367.17] with a bounding box of width 18.41 and height 47.49.
 At frame 846.0, person 265.0 is located at coordinates [736.53, 365.45] with a bounding box of width 12.31 and height 31.03.
 At frame 846.0, person 271.0 is located at coordinates [1001.83, 356.53] with a bounding box of width 32.72 and height 72.68.
 At frame 846.0, person 275.0 is located at coordinates [837.18, 364.55] with a bounding box of width 16.03 and height 38.84.
 At frame 846.0, person 276.0 is located at coordinates [807.33, 365.60] with a bounding box of width 15.23 and height 38.62.
 At frame 846.0, person 273.0 is located at coordinates [889.85, 359.12] with a bounding box of width 19.60 and height 51.80.
 At frame 847.0, person 223.0 is located at coordinates [821.89, 367.75] with a bounding box of width 17.81 and height 46.20.
 At frame 847.0, person 265.0 is located at coordinates [735.44, 365.70] with a bounding box of width 11.97 and height 30.14.
 At frame 847.0, person 271.0 is located at coordinates [1001.90, 357.04] with a bounding box of width 32.19 and height 72.06.
 At frame 847.0, person 275.0 is located at coordinates [835.89, 364.83] with a bounding box of width 15.95 and height 38.77.
 At frame 847.0, person 276.0 is located at coordinates [805.74, 365.40] with a bounding box of width 15.23 and height 38.56.
 At frame 847.0, person 273.0 is located at coordinates [890.07, 360.66] with a bounding box of width 18.72 and height 49.56.
 At frame 848.0, person 223.0 is located at coordinates [819.53, 367.15] with a bounding box of width 17.66 and height 46.11.
 At frame 848.0, person 265.0 is located at coordinates [734.03, 365.18] with a bounding box of width 11.58 and height 29.01.
 At frame 848.0, person 271.0 is located at coordinates [1001.79, 356.62] with a bounding box of width 32.26 and height 72.60.
 At frame 848.0, person 275.0 is located at coordinates [835.00, 365.69] with a bounding box of width 15.23 and height 37.17.
 At frame 848.0, person 276.0 is located at coordinates [804.71, 364.71] with a bounding box of width 15.37 and height 38.92.
 At frame 848.0, person 273.0 is located at coordinates [889.91, 360.88] with a bounding box of width 18.09 and height 48.25.
 At frame 849.0, person 223.0 is located at coordinates [816.97, 366.31] with a bounding box of width 17.91 and height 46.88.
 At frame 849.0, person 265.0 is located at coordinates [732.54, 365.17] with a bounding box of width 11.86 and height 29.78.
 At frame 849.0, person 271.0 is located at coordinates [1001.08, 356.84] with a bounding box of width 32.05 and height 72.41.
 At frame 849.0, person 275.0 is located at coordinates [833.42, 365.61] with a bounding box of width 15.19 and height 37.33.
 At frame 849.0, person 276.0 is located at coordinates [802.73, 364.44] with a bounding box of width 15.55 and height 39.44.
 At frame 849.0, person 273.0 is located at coordinates [888.84, 361.93] with a bounding box of width 17.54 and height 46.96.
 At frame 850.0, person 223.0 is located at coordinates [815.09, 365.79] with a bounding box of width 17.61 and height 46.00.
 At frame 850.0, person 265.0 is located at coordinates [729.69, 364.77] with a bounding box of width 11.96 and height 30.06.
 At frame 850.0, person 271.0 is located at coordinates [1000.84, 357.10] with a bounding box of width 31.91 and height 72.34.
 At frame 850.0, person 275.0 is located at coordinates [831.21, 365.37] with a bounding box of width 15.37 and height 37.77.
 At frame 850.0, person 276.0 is located at coordinates [801.12, 364.33] with a bounding box of width 15.85 and height 40.03.
 At frame 850.0, person 273.0 is located at coordinates [888.03, 359.16] with a bounding box of width 18.16 and height 48.84.
 At frame 851.0, person 223.0 is located at coordinates [812.87, 364.19] with a bounding box of width 18.27 and height 47.64.
 At frame 851.0, person 265.0 is located at coordinates [727.94, 364.81] with a bounding box of width 11.85 and height 29.78.
 At frame 851.0, person 271.0 is located at coordinates [1000.35, 357.19] with a bounding box of width 31.87 and height 71.91.
 At frame 851.0, person 275.0 is located at coordinates [829.71, 365.07] with a bounding box of width 15.29 and height 37.54.
 At frame 851.0, person 276.0 is located at coordinates [799.56, 364.28] with a bounding box of width 15.62 and height 39.47.
 At frame 851.0, person 273.0 is located at coordinates [887.28, 356.98] with a bounding box of width 19.32 and height 52.23.
 At frame 851.0, person 279.0 is located at coordinates [992.78, 359.88] with a bounding box of width 18.13 and height 47.72.
 At frame 852.0, person 223.0 is located at coordinates [811.36, 364.57] with a bounding box of width 18.42 and height 48.24.
 At frame 852.0, person 265.0 is located at coordinates [725.89, 365.01] with a bounding box of width 11.55 and height 28.88.
 At frame 852.0, person 271.0 is located at coordinates [999.39, 356.42] with a bounding box of width 32.64 and height 73.31.
 At frame 852.0, person 275.0 is located at coordinates [829.38, 365.53] with a bounding box of width 14.89 and height 36.66.
 At frame 852.0, person 276.0 is located at coordinates [799.33, 364.84] with a bounding box of width 14.88 and height 37.68.
 At frame 852.0, person 273.0 is located at coordinates [888.10, 362.04] with a bounding box of width 17.57 and height 47.44.
 At frame 852.0, person 279.0 is located at coordinates [992.19, 359.52] with a bounding box of width 18.40 and height 48.36.
 At frame 852.0, person 267.0 is located at coordinates [1008.76, 360.93] with a bounding box of width 24.07 and height 64.48.
 At frame 853.0, person 223.0 is located at coordinates [810.47, 366.07] with a bounding box of width 17.68 and height 46.15.
 At frame 853.0, person 265.0 is located at coordinates [724.71, 364.68] with a bounding box of width 11.59 and height 28.94.
 At frame 853.0, person 271.0 is located at coordinates [1000.17, 357.10] with a bounding box of width 32.97 and height 73.45.
 At frame 853.0, person 275.0 is located at coordinates [827.94, 364.90] with a bounding box of width 15.12 and height 37.50.
 At frame 853.0, person 276.0 is located at coordinates [797.06, 364.84] with a bounding box of width 15.10 and height 38.19.
 At frame 853.0, person 273.0 is located at coordinates [888.60, 363.34] with a bounding box of width 16.57 and height 44.61.
 At frame 853.0, person 279.0 is located at coordinates [991.68, 359.40] with a bounding box of width 18.20 and height 47.66.
 At frame 854.0, person 223.0 is located at coordinates [809.01, 367.24] with a bounding box of width 17.43 and height 45.73.
 At frame 854.0, person 265.0 is located at coordinates [723.52, 365.15] with a bounding box of width 11.62 and height 28.96.
 At frame 854.0, person 271.0 is located at coordinates [999.82, 357.74] with a bounding box of width 32.86 and height 73.10.
 At frame 854.0, person 275.0 is located at coordinates [826.19, 365.06] with a bounding box of width 15.39 and height 38.20.
 At frame 854.0, person 276.0 is located at coordinates [796.71, 365.03] with a bounding box of width 15.08 and height 38.38.
 At frame 854.0, person 273.0 is located at coordinates [888.48, 366.83] with a bounding box of width 15.23 and height 40.76.
 At frame 854.0, person 279.0 is located at coordinates [990.63, 359.37] with a bounding box of width 19.03 and height 49.65.
 At frame 855.0, person 223.0 is located at coordinates [807.63, 367.47] with a bounding box of width 17.54 and height 45.97.
 At frame 855.0, person 265.0 is located at coordinates [722.67, 365.51] with a bounding box of width 11.78 and height 29.37.
 At frame 855.0, person 271.0 is located at coordinates [997.55, 356.99] with a bounding box of width 33.96 and height 75.31.
 At frame 855.0, person 275.0 is located at coordinates [825.05, 366.46] with a bounding box of width 14.97 and height 37.30.
 At frame 855.0, person 276.0 is located at coordinates [795.15, 366.47] with a bounding box of width 14.87 and height 37.67.
 At frame 855.0, person 273.0 is located at coordinates [888.12, 365.19] with a bounding box of width 16.23 and height 43.50.
 At frame 855.0, person 279.0 is located at coordinates [988.31, 359.78] with a bounding box of width 19.11 and height 49.87.
 At frame 856.0, person 223.0 is located at coordinates [805.14, 367.14] with a bounding box of width 17.72 and height 46.46.
 At frame 856.0, person 265.0 is located at coordinates [719.85, 365.64] with a bounding box of width 12.24 and height 30.69.
 At frame 856.0, person 271.0 is located at coordinates [995.46, 357.09] with a bounding box of width 34.55 and height 76.13.
 At frame 856.0, person 275.0 is located at coordinates [823.90, 366.60] with a bounding box of width 14.77 and height 36.94.
 At frame 856.0, person 276.0 is located at coordinates [793.01, 366.61] with a bounding box of width 14.85 and height 37.79.
 At frame 856.0, person 273.0 is located at coordinates [887.29, 366.40] with a bounding box of width 16.42 and height 43.63.
 At frame 856.0, person 279.0 is located at coordinates [985.20, 359.32] with a bounding box of width 18.77 and height 49.09.
 At frame 857.0, person 223.0 is located at coordinates [803.29, 367.40] with a bounding box of width 18.17 and height 47.82.
 At frame 857.0, person 265.0 is located at coordinates [718.60, 366.65] with a bounding box of width 12.12 and height 30.42.
 At frame 857.0, person 271.0 is located at coordinates [994.67, 358.28] with a bounding box of width 34.77 and height 76.43.
 At frame 857.0, person 275.0 is located at coordinates [822.61, 367.04] with a bounding box of width 14.94 and height 37.58.
 At frame 857.0, person 276.0 is located at coordinates [792.85, 367.43] with a bounding box of width 14.42 and height 37.05.
 At frame 857.0, person 273.0 is located at coordinates [887.26, 369.21] with a bounding box of width 15.94 and height 42.12.
 At frame 857.0, person 279.0 is located at coordinates [982.88, 359.97] with a bounding box of width 18.68 and height 48.78.
 At frame 858.0, person 223.0 is located at coordinates [802.20, 368.65] with a bounding box of width 17.67 and height 46.40.
 At frame 858.0, person 265.0 is located at coordinates [716.49, 368.79] with a bounding box of width 11.54 and height 29.14.
 At frame 858.0, person 271.0 is located at coordinates [993.90, 358.73] with a bounding box of width 35.04 and height 76.92.
 At frame 858.0, person 275.0 is located at coordinates [820.77, 367.00] with a bounding box of width 15.47 and height 38.99.
 At frame 858.0, person 276.0 is located at coordinates [791.64, 369.12] with a bounding box of width 14.31 and height 36.78.
 At frame 858.0, person 273.0 is located at coordinates [887.23, 369.85] with a bounding box of width 15.83 and height 41.95.
 At frame 858.0, person 279.0 is located at coordinates [981.07, 361.63] with a bounding box of width 18.30 and height 47.85.
 At frame 859.0, person 223.0 is located at coordinates [799.96, 368.53] with a bounding box of width 18.12 and height 47.42.
 At frame 859.0, person 265.0 is located at coordinates [715.12, 368.80] with a bounding box of width 11.80 and height 29.83.
 At frame 859.0, person 271.0 is located at coordinates [992.42, 358.89] with a bounding box of width 35.99 and height 78.65.
 At frame 859.0, person 275.0 is located at coordinates [818.79, 366.97] with a bounding box of width 16.02 and height 40.29.
 At frame 859.0, person 276.0 is located at coordinates [789.13, 370.12] with a bounding box of width 14.53 and height 37.47.
 At frame 859.0, person 273.0 is located at coordinates [885.16, 367.87] with a bounding box of width 16.76 and height 44.28.
 At frame 859.0, person 279.0 is located at coordinates [979.57, 362.03] with a bounding box of width 18.36 and height 47.91.
 At frame 860.0, person 223.0 is located at coordinates [798.05, 369.06] with a bounding box of width 18.21 and height 47.79.
 At frame 860.0, person 265.0 is located at coordinates [714.27, 369.58] with a bounding box of width 11.89 and height 30.08.
 At frame 860.0, person 271.0 is located at coordinates [992.92, 359.91] with a bounding box of width 35.79 and height 78.52.
 At frame 860.0, person 275.0 is located at coordinates [817.22, 368.68] with a bounding box of width 15.61 and height 39.25.
 At frame 860.0, person 276.0 is located at coordinates [787.67, 372.23] with a bounding box of width 14.19 and height 36.56.
 At frame 860.0, person 273.0 is located at coordinates [884.33, 368.30] with a bounding box of width 17.26 and height 45.52.
 At frame 860.0, person 279.0 is located at coordinates [976.94, 362.36] with a bounding box of width 18.68 and height 48.74.
 At frame 861.0, person 223.0 is located at coordinates [796.24, 370.42] with a bounding box of width 18.20 and height 47.54.
 At frame 861.0, person 265.0 is located at coordinates [711.02, 370.25] with a bounding box of width 11.68 and height 29.79.
 At frame 861.0, person 271.0 is located at coordinates [994.15, 361.06] with a bounding box of width 35.26 and height 78.05.
 At frame 861.0, person 275.0 is located at coordinates [816.10, 370.71] with a bounding box of width 15.05 and height 37.65.
 At frame 861.0, person 276.0 is located at coordinates [785.39, 372.22] with a bounding box of width 14.47 and height 37.40.
 At frame 861.0, person 273.0 is located at coordinates [883.96, 368.06] with a bounding box of width 17.59 and height 46.39.
 At frame 861.0, person 279.0 is located at coordinates [975.63, 362.67] with a bounding box of width 18.81 and height 49.04.
 At frame 862.0, person 223.0 is located at coordinates [794.09, 370.53] with a bounding box of width 18.13 and height 47.45.
 At frame 862.0, person 265.0 is located at coordinates [709.35, 370.09] with a bounding box of width 11.79 and height 30.07.
 At frame 862.0, person 271.0 is located at coordinates [994.96, 361.10] with a bounding box of width 35.18 and height 78.64.
 At frame 862.0, person 275.0 is located at coordinates [814.79, 371.26] with a bounding box of width 15.15 and height 37.82.
 At frame 862.0, person 276.0 is located at coordinates [783.69, 371.22] with a bounding box of width 14.81 and height 38.49.
 At frame 862.0, person 273.0 is located at coordinates [883.20, 367.76] with a bounding box of width 18.22 and height 48.27.
 At frame 862.0, person 279.0 is located at coordinates [973.56, 363.76] with a bounding box of width 18.99 and height 49.54.
 At frame 863.0, person 223.0 is located at coordinates [792.52, 370.95] with a bounding box of width 18.19 and height 47.41.
 At frame 863.0, person 265.0 is located at coordinates [707.61, 370.41] with a bounding box of width 11.83 and height 30.17.
 At frame 863.0, person 271.0 is located at coordinates [995.18, 360.91] with a bounding box of width 35.34 and height 79.24.
 At frame 863.0, person 275.0 is located at coordinates [813.04, 371.05] with a bounding box of width 15.46 and height 38.67.
 At frame 863.0, person 276.0 is located at coordinates [783.24, 371.79] with a bounding box of width 14.64 and height 38.13.
 At frame 863.0, person 273.0 is located at coordinates [882.69, 366.87] with a bounding box of width 18.91 and height 50.50.
 At frame 863.0, person 279.0 is located at coordinates [972.26, 365.53] with a bounding box of width 18.66 and height 48.55.
 At frame 864.0, person 223.0 is located at coordinates [790.73, 371.87] with a bounding box of width 18.39 and height 47.78.
 At frame 864.0, person 265.0 is located at coordinates [706.75, 370.32] with a bounding box of width 11.60 and height 29.82.
 At frame 864.0, person 271.0 is located at coordinates [994.96, 360.82] with a bounding box of width 36.00 and height 80.61.
 At frame 864.0, person 275.0 is located at coordinates [811.72, 371.54] with a bounding box of width 15.43 and height 38.60.
 At frame 864.0, person 276.0 is located at coordinates [781.86, 371.40] with a bounding box of width 14.79 and height 38.38.
 At frame 864.0, person 273.0 is located at coordinates [882.44, 367.09] with a bounding box of width 19.32 and height 51.74.
 At frame 864.0, person 279.0 is located at coordinates [971.33, 366.18] with a bounding box of width 18.79 and height 48.56.
 At frame 865.0, person 223.0 is located at coordinates [789.18, 373.96] with a bounding box of width 17.99 and height 46.75.
 At frame 865.0, person 265.0 is located at coordinates [705.21, 371.25] with a bounding box of width 11.71 and height 30.07.
 At frame 865.0, person 271.0 is located at coordinates [995.15, 362.51] with a bounding box of width 35.72 and height 79.96.
 At frame 865.0, person 275.0 is located at coordinates [810.82, 371.71] with a bounding box of width 15.55 and height 38.95.
 At frame 865.0, person 276.0 is located at coordinates [780.25, 372.22] with a bounding box of width 14.77 and height 38.47.
 At frame 865.0, person 273.0 is located at coordinates [881.87, 366.97] with a bounding box of width 19.68 and height 52.97.
 At frame 865.0, person 279.0 is located at coordinates [970.58, 366.20] with a bounding box of width 18.97 and height 49.35.
 At frame 866.0, person 223.0 is located at coordinates [786.91, 374.74] with a bounding box of width 18.21 and height 47.15.
 At frame 866.0, person 265.0 is located at coordinates [703.97, 371.97] with a bounding box of width 11.62 and height 29.78.
 At frame 866.0, person 271.0 is located at coordinates [996.01, 363.74] with a bounding box of width 35.61 and height 79.69.
 At frame 866.0, person 275.0 is located at coordinates [809.56, 371.75] with a bounding box of width 15.96 and height 39.86.
 At frame 866.0, person 276.0 is located at coordinates [778.48, 373.09] with a bounding box of width 14.85 and height 38.89.
 At frame 866.0, person 273.0 is located at coordinates [881.63, 366.73] with a bounding box of width 19.89 and height 53.80.
 At frame 866.0, person 279.0 is located at coordinates [970.25, 367.95] with a bounding box of width 18.46 and height 48.47.
 At frame 867.0, person 223.0 is located at coordinates [784.74, 374.42] with a bounding box of width 18.70 and height 48.07.
 At frame 867.0, person 265.0 is located at coordinates [701.86, 372.23] with a bounding box of width 11.87 and height 30.45.
 At frame 867.0, person 271.0 is located at coordinates [998.15, 365.55] with a bounding box of width 35.07 and height 79.18.
 At frame 867.0, person 275.0 is located at coordinates [808.21, 372.14] with a bounding box of width 16.41 and height 40.97.
 At frame 867.0, person 276.0 is located at coordinates [775.36, 373.80] with a bounding box of width 15.21 and height 39.83.
 At frame 867.0, person 273.0 is located at coordinates [881.40, 366.63] with a bounding box of width 20.27 and height 54.87.
 At frame 867.0, person 279.0 is located at coordinates [969.66, 367.61] with a bounding box of width 18.55 and height 48.92.
 At frame 868.0, person 223.0 is located at coordinates [783.30, 374.28] with a bounding box of width 18.71 and height 48.03.
 At frame 868.0, person 265.0 is located at coordinates [700.22, 372.70] with a bounding box of width 12.21 and height 31.47.
 At frame 868.0, person 271.0 is located at coordinates [999.37, 366.80] with a bounding box of width 34.82 and height 78.98.
 At frame 868.0, person 275.0 is located at coordinates [807.29, 372.28] with a bounding box of width 16.70 and height 41.78.
 At frame 868.0, person 276.0 is located at coordinates [774.08, 374.63] with a bounding box of width 14.86 and height 39.02.
 At frame 868.0, person 273.0 is located at coordinates [881.34, 366.78] with a bounding box of width 20.39 and height 55.26.
 At frame 868.0, person 280.0 is located at coordinates [1218.13, 360.59] with a bounding box of width 21.69 and height 53.64.
 At frame 869.0, person 223.0 is located at coordinates [782.42, 374.59] with a bounding box of width 18.73 and height 48.01.
 At frame 869.0, person 265.0 is located at coordinates [698.69, 373.25] with a bounding box of width 11.92 and height 30.71.
 At frame 869.0, person 271.0 is located at coordinates [999.87, 367.25] with a bounding box of width 34.63 and height 78.89.
 At frame 869.0, person 275.0 is located at coordinates [806.29, 372.13] with a bounding box of width 16.67 and height 41.69.
 At frame 869.0, person 276.0 is located at coordinates [773.62, 374.14] with a bounding box of width 14.82 and height 39.09.
 At frame 869.0, person 273.0 is located at coordinates [882.08, 367.60] with a bounding box of width 19.70 and height 53.08.
 At frame 869.0, person 280.0 is located at coordinates [1217.28, 360.59] with a bounding box of width 21.94 and height 54.28.
 At frame 870.0, person 223.0 is located at coordinates [781.30, 373.91] with a bounding box of width 18.88 and height 48.39.
 At frame 870.0, person 265.0 is located at coordinates [697.58, 373.45] with a bounding box of width 11.44 and height 29.61.
 At frame 870.0, person 271.0 is located at coordinates [1001.11, 367.19] with a bounding box of width 34.77 and height 79.63.
 At frame 870.0, person 275.0 is located at coordinates [804.98, 371.47] with a bounding box of width 17.05 and height 42.81.
 At frame 870.0, person 276.0 is located at coordinates [773.12, 373.75] with a bounding box of width 14.77 and height 39.11.
 At frame 870.0, person 273.0 is located at coordinates [882.70, 367.33] with a bounding box of width 19.59 and height 52.58.
 At frame 870.0, person 280.0 is located at coordinates [1217.82, 359.91] with a bounding box of width 22.18 and height 54.95.
 At frame 871.0, person 223.0 is located at coordinates [779.51, 373.25] with a bounding box of width 18.67 and height 47.76.
 At frame 871.0, person 265.0 is located at coordinates [696.80, 373.30] with a bounding box of width 11.34 and height 29.20.
 At frame 871.0, person 271.0 is located at coordinates [1003.45, 367.73] with a bounding box of width 34.18 and height 78.74.
 At frame 871.0, person 275.0 is located at coordinates [804.16, 371.02] with a bounding box of width 17.14 and height 42.83.
 At frame 871.0, person 276.0 is located at coordinates [772.67, 373.58] with a bounding box of width 14.59 and height 38.73.
 At frame 871.0, person 273.0 is located at coordinates [883.57, 368.01] with a bounding box of width 19.83 and height 53.16.
 At frame 871.0, person 280.0 is located at coordinates [1217.95, 359.25] with a bounding box of width 22.40 and height 55.59.
 At frame 872.0, person 223.0 is located at coordinates [777.98, 373.57] with a bounding box of width 18.86 and height 47.90.
 At frame 872.0, person 265.0 is located at coordinates [694.24, 372.64] with a bounding box of width 12.00 and height 31.02.
 At frame 872.0, person 271.0 is located at coordinates [1004.17, 366.35] with a bounding box of width 35.05 and height 80.74.
 At frame 872.0, person 275.0 is located at coordinates [803.23, 370.84] with a bounding box of width 16.96 and height 42.44.
 At frame 872.0, person 276.0 is located at coordinates [773.03, 373.70] with a bounding box of width 14.38 and height 38.19.
 At frame 872.0, person 273.0 is located at coordinates [883.84, 367.87] with a bounding box of width 20.06 and height 53.76.
 At frame 872.0, person 280.0 is located at coordinates [1219.10, 359.68] with a bounding box of width 21.94 and height 54.51.
 At frame 873.0, person 223.0 is located at coordinates [776.11, 374.66] with a bounding box of width 18.51 and height 47.17.
