At frame 0.0, person 1.0 is located at coordinates [831.32, 311.15] with a bounding box of width 76.97 and height 151.58.
 At frame 1016.0, person 85.0 is located at coordinates [366.28, 332.06] with a bounding box of width 11.07 and height 21.61.
 At frame 1017.0, person 73.0 is located at coordinates [181.41, 331.46] with a bounding box of width 19.04 and height 43.26.
 At frame 1017.0, person 75.0 is located at coordinates [279.29, 332.26] with a bounding box of width 13.35 and height 30.73.
 At frame 1017.0, person 83.0 is located at coordinates [340.58, 330.45] with a bounding box of width 10.38 and height 26.38.
 At frame 1017.0, person 84.0 is located at coordinates [370.95, 329.83] with a bounding box of width 11.13 and height 24.00.
 At frame 1017.0, person 85.0 is located at coordinates [366.53, 332.62] with a bounding box of width 11.38 and height 22.22.
 At frame 1018.0, person 73.0 is located at coordinates [179.80, 331.97] with a bounding box of width 18.88 and height 42.93.
 At frame 1018.0, person 75.0 is located at coordinates [279.06, 332.25] with a bounding box of width 13.42 and height 30.85.
 At frame 1018.0, person 83.0 is located at coordinates [341.93, 330.55] with a bounding box of width 10.60 and height 26.96.
 At frame 1018.0, person 84.0 is located at coordinates [372.16, 330.62] with a bounding box of width 10.98 and height 23.49.
 At frame 1018.0, person 85.0 is located at coordinates [366.20, 334.06] with a bounding box of width 11.00 and height 21.54.
 At frame 1019.0, person 73.0 is located at coordinates [178.07, 332.35] with a bounding box of width 19.05 and height 43.19.
 At frame 1019.0, person 75.0 is located at coordinates [278.52, 332.23] with a bounding box of width 13.63 and height 31.28.
 At frame 1019.0, person 83.0 is located at coordinates [342.11, 330.97] with a bounding box of width 10.55 and height 26.79.
 At frame 1019.0, person 84.0 is located at coordinates [372.59, 330.92] with a bounding box of width 10.97 and height 23.28.
 At frame 1019.0, person 85.0 is located at coordinates [366.11, 335.13] with a bounding box of width 10.40 and height 20.44.
 At frame 1020.0, person 73.0 is located at coordinates [175.83, 331.90] with a bounding box of width 19.08 and height 43.28.
 At frame 1020.0, person 75.0 is located at coordinates [277.66, 332.03] with a bounding box of width 13.69 and height 31.43.
 At frame 1020.0, person 83.0 is located at coordinates [342.32, 329.94] with a bounding box of width 10.62 and height 27.11.
 At frame 1020.0, person 84.0 is located at coordinates [372.51, 330.83] with a bounding box of width 11.01 and height 23.20.
 At frame 1020.0, person 85.0 is located at coordinates [365.91, 336.29] with a bounding box of width 9.71 and height 19.23.
 At frame 1021.0, person 73.0 is located at coordinates [174.08, 331.72] with a bounding box of width 19.25 and height 43.70.
 At frame 1021.0, person 75.0 is located at coordinates [277.04, 331.95] with a bounding box of width 13.57 and height 31.10.
 At frame 1021.0, person 83.0 is located at coordinates [341.14, 330.70] with a bounding box of width 10.40 and height 26.45.
 At frame 1021.0, person 84.0 is located at coordinates [372.55, 330.79] with a bounding box of width 10.85 and height 22.77.
 At frame 1021.0, person 85.0 is located at coordinates [365.54, 336.61] with a bounding box of width 9.25 and height 18.42.
 At frame 1022.0, person 73.0 is located at coordinates [172.53, 332.24] with a bounding box of width 19.26 and height 43.85.
 At frame 1022.0, person 75.0 is located at coordinates [276.34, 331.53] with a bounding box of width 13.73 and height 31.35.
 At frame 1022.0, person 83.0 is located at coordinates [340.93, 331.18] with a bounding box of width 10.20 and height 25.80.
 At frame 1022.0, person 84.0 is located at coordinates [372.73, 330.77] with a bounding box of width 10.82 and height 22.60.
 At frame 1023.0, person 73.0 is located at coordinates [171.50, 332.82] with a bounding box of width 18.52 and height 42.34.
 At frame 1023.0, person 75.0 is located at coordinates [276.40, 331.56] with a bounding box of width 13.55 and height 31.05.
 At frame 1023.0, person 83.0 is located at coordinates [341.32, 330.76] with a bounding box of width 9.97 and height 25.16.
 At frame 1023.0, person 84.0 is located at coordinates [373.84, 330.56] with a bounding box of width 10.68 and height 22.54.
 At frame 1023.0, person 82.0 is located at coordinates [365.94, 331.75] with a bounding box of width 10.42 and height 21.84.
 At frame 1024.0, person 73.0 is located at coordinates [170.24, 332.64] with a bounding box of width 18.35 and height 42.15.
 At frame 1024.0, person 75.0 is located at coordinates [276.17, 331.57] with a bounding box of width 13.46 and height 30.92.
 At frame 1024.0, person 83.0 is located at coordinates [340.39, 330.39] with a bounding box of width 10.03 and height 25.32.
 At frame 1024.0, person 84.0 is located at coordinates [375.02, 330.87] with a bounding box of width 10.23 and height 21.73.
 At frame 1024.0, person 82.0 is located at coordinates [366.68, 331.81] with a bounding box of width 9.94 and height 21.12.
 At frame 1025.0, person 73.0 is located at coordinates [168.86, 332.57] with a bounding box of width 18.47 and height 42.47.
 At frame 1025.0, person 75.0 is located at coordinates [275.92, 331.58] with a bounding box of width 13.40 and height 30.87.
 At frame 1025.0, person 83.0 is located at coordinates [339.98, 329.85] with a bounding box of width 10.19 and height 25.78.
 At frame 1025.0, person 84.0 is located at coordinates [375.67, 330.98] with a bounding box of width 10.04 and height 21.42.
 At frame 1025.0, person 82.0 is located at coordinates [366.97, 332.23] with a bounding box of width 9.71 and height 20.86.
 At frame 1026.0, person 73.0 is located at coordinates [168.31, 332.54] with a bounding box of width 18.88 and height 43.37.
 At frame 1026.0, person 75.0 is located at coordinates [276.22, 332.17] with a bounding box of width 13.21 and height 30.46.
 At frame 1026.0, person 83.0 is located at coordinates [341.24, 330.43] with a bounding box of width 10.16 and height 25.56.
 At frame 1026.0, person 84.0 is located at coordinates [376.89, 331.62] with a bounding box of width 9.94 and height 21.31.
 At frame 1026.0, person 82.0 is located at coordinates [369.88, 333.37] with a bounding box of width 9.13 and height 19.59.
 At frame 1027.0, person 73.0 is located at coordinates [167.67, 332.72] with a bounding box of width 18.64 and height 42.93.
 At frame 1027.0, person 75.0 is located at coordinates [276.27, 332.19] with a bounding box of width 13.11 and height 30.30.
 At frame 1027.0, person 83.0 is located at coordinates [341.83, 329.86] with a bounding box of width 10.31 and height 25.87.
 At frame 1027.0, person 84.0 is located at coordinates [377.53, 331.45] with a bounding box of width 9.88 and height 21.28.
 At frame 1027.0, person 82.0 is located at coordinates [371.50, 333.40] with a bounding box of width 9.06 and height 19.51.
 At frame 1028.0, person 73.0 is located at coordinates [166.71, 332.78] with a bounding box of width 18.73 and height 43.15.
 At frame 1028.0, person 75.0 is located at coordinates [276.13, 332.20] with a bounding box of width 13.22 and height 30.63.
 At frame 1028.0, person 83.0 is located at coordinates [342.14, 328.28] with a bounding box of width 10.97 and height 27.55.
 At frame 1028.0, person 84.0 is located at coordinates [377.93, 331.38] with a bounding box of width 9.89 and height 21.27.
 At frame 1028.0, person 82.0 is located at coordinates [372.63, 333.41] with a bounding box of width 9.10 and height 19.48.
 At frame 1029.0, person 73.0 is located at coordinates [165.68, 332.61] with a bounding box of width 18.84 and height 43.62.
 At frame 1029.0, person 75.0 is located at coordinates [275.88, 332.59] with a bounding box of width 12.91 and height 29.97.
 At frame 1029.0, person 83.0 is located at coordinates [342.41, 328.45] with a bounding box of width 10.90 and height 27.41.
 At frame 1029.0, person 84.0 is located at coordinates [378.25, 331.75] with a bounding box of width 9.91 and height 21.27.
 At frame 1029.0, person 82.0 is located at coordinates [373.01, 333.60] with a bounding box of width 9.13 and height 19.48.
 At frame 1030.0, person 73.0 is located at coordinates [164.66, 331.96] with a bounding box of width 19.06 and height 44.18.
 At frame 1030.0, person 75.0 is located at coordinates [275.96, 333.33] with a bounding box of width 12.65 and height 29.32.
 At frame 1030.0, person 83.0 is located at coordinates [342.54, 327.75] with a bounding box of width 11.18 and height 28.13.
 At frame 1030.0, person 84.0 is located at coordinates [378.65, 331.68] with a bounding box of width 9.71 and height 20.88.
 At frame 1030.0, person 82.0 is located at coordinates [373.04, 333.08] with a bounding box of width 9.32 and height 19.88.
 At frame 1031.0, person 73.0 is located at coordinates [163.20, 330.93] with a bounding box of width 19.44 and height 45.17.
 At frame 1031.0, person 75.0 is located at coordinates [275.04, 332.61] with a bounding box of width 12.92 and height 29.88.
 At frame 1031.0, person 83.0 is located at coordinates [342.14, 326.72] with a bounding box of width 11.41 and height 28.78.
 At frame 1031.0, person 84.0 is located at coordinates [378.78, 331.45] with a bounding box of width 9.63 and height 20.74.
 At frame 1031.0, person 82.0 is located at coordinates [373.11, 332.88] with a bounding box of width 9.24 and height 19.64.
 At frame 1032.0, person 73.0 is located at coordinates [161.44, 330.54] with a bounding box of width 19.17 and height 44.76.
 At frame 1032.0, person 75.0 is located at coordinates [274.21, 332.34] with a bounding box of width 13.03 and height 30.08.
 At frame 1032.0, person 84.0 is located at coordinates [378.84, 331.17] with a bounding box of width 9.53 and height 20.69.
 At frame 1032.0, person 82.0 is located at coordinates [373.13, 332.61] with a bounding box of width 9.17 and height 19.55.
 At frame 1033.0, person 73.0 is located at coordinates [160.18, 329.42] with a bounding box of width 19.18 and height 44.98.
 At frame 1033.0, person 75.0 is located at coordinates [273.62, 331.85] with a bounding box of width 13.06 and height 30.16.
 At frame 1033.0, person 84.0 is located at coordinates [378.98, 330.27] with a bounding box of width 9.62 and height 21.07.
 At frame 1033.0, person 82.0 is located at coordinates [373.45, 331.92] with a bounding box of width 9.28 and height 19.91.
 At frame 1034.0, person 73.0 is located at coordinates [158.31, 328.61] with a bounding box of width 19.33 and height 45.45.
 At frame 1034.0, person 75.0 is located at coordinates [272.93, 331.66] with a bounding box of width 13.07 and height 30.19.
 At frame 1034.0, person 84.0 is located at coordinates [378.85, 329.74] with a bounding box of width 9.61 and height 21.21.
 At frame 1034.0, person 82.0 is located at coordinates [373.18, 331.27] with a bounding box of width 9.30 and height 20.05.
 At frame 1035.0, person 73.0 is located at coordinates [157.49, 327.93] with a bounding box of width 19.50 and height 46.01.
 At frame 1035.0, person 75.0 is located at coordinates [271.74, 329.83] with a bounding box of width 13.59 and height 31.37.
 At frame 1035.0, person 84.0 is located at coordinates [379.17, 329.35] with a bounding box of width 9.62 and height 21.27.
 At frame 1035.0, person 82.0 is located at coordinates [373.65, 330.64] with a bounding box of width 9.28 and height 20.10.
 At frame 1036.0, person 73.0 is located at coordinates [156.42, 328.07] with a bounding box of width 19.25 and height 45.44.
 At frame 1036.0, person 75.0 is located at coordinates [270.93, 328.76] with a bounding box of width 13.95 and height 32.20.
 At frame 1036.0, person 84.0 is located at coordinates [379.36, 329.40] with a bounding box of width 9.46 and height 20.90.
 At frame 1036.0, person 82.0 is located at coordinates [374.11, 330.99] with a bounding box of width 9.09 and height 19.73.
 At frame 1037.0, person 73.0 is located at coordinates [155.37, 328.72] with a bounding box of width 19.17 and height 45.21.
 At frame 1037.0, person 75.0 is located at coordinates [270.90, 329.52] with a bounding box of width 13.76 and height 31.74.
 At frame 1037.0, person 84.0 is located at coordinates [379.53, 329.43] with a bounding box of width 9.56 and height 21.16.
 At frame 1037.0, person 82.0 is located at coordinates [374.46, 331.33] with a bounding box of width 9.02 and height 19.59.
 At frame 1038.0, person 73.0 is located at coordinates [153.83, 328.78] with a bounding box of width 19.57 and height 46.29.
 At frame 1038.0, person 75.0 is located at coordinates [270.72, 330.21] with a bounding box of width 13.68 and height 31.55.
 At frame 1038.0, person 84.0 is located at coordinates [379.68, 329.63] with a bounding box of width 9.80 and height 21.64.
 At frame 1038.0, person 82.0 is located at coordinates [374.75, 331.86] with a bounding box of width 9.04 and height 19.54.
 At frame 1039.0, person 73.0 is located at coordinates [152.75, 330.36] with a bounding box of width 19.44 and height 45.91.
 At frame 1039.0, person 75.0 is located at coordinates [269.72, 331.07] with a bounding box of width 13.99 and height 32.26.
 At frame 1039.0, person 84.0 is located at coordinates [379.85, 329.72] with a bounding box of width 10.04 and height 22.22.
 At frame 1039.0, person 82.0 is located at coordinates [374.95, 332.25] with a bounding box of width 9.23 and height 19.91.
 At frame 1040.0, person 73.0 is located at coordinates [152.19, 331.95] with a bounding box of width 19.39 and height 45.76.
 At frame 1040.0, person 75.0 is located at coordinates [269.43, 330.82] with a bounding box of width 14.74 and height 34.07.
 At frame 1040.0, person 84.0 is located at coordinates [380.29, 330.14] with a bounding box of width 10.13 and height 22.43.
 At frame 1040.0, person 82.0 is located at coordinates [374.62, 332.79] with a bounding box of width 9.31 and height 20.06.
 At frame 1041.0, person 73.0 is located at coordinates [151.79, 333.14] with a bounding box of width 19.27 and height 45.30.
 At frame 1041.0, person 75.0 is located at coordinates [269.36, 330.72] with a bounding box of width 15.35 and height 35.51.
 At frame 1041.0, person 84.0 is located at coordinates [380.78, 330.88] with a bounding box of width 10.27 and height 22.51.
 At frame 1041.0, person 82.0 is located at coordinates [375.54, 333.38] with a bounding box of width 9.56 and height 20.50.
 At frame 1042.0, person 73.0 is located at coordinates [151.38, 333.77] with a bounding box of width 19.58 and height 45.91.
 At frame 1042.0, person 75.0 is located at coordinates [269.80, 331.25] with a bounding box of width 15.42 and height 35.68.
 At frame 1042.0, person 84.0 is located at coordinates [381.42, 332.14] with a bounding box of width 10.17 and height 22.15.
 At frame 1042.0, person 82.0 is located at coordinates [378.01, 333.22] with a bounding box of width 10.04 and height 21.44.
 At frame 1043.0, person 73.0 is located at coordinates [151.18, 334.78] with a bounding box of width 19.87 and height 46.52.
 At frame 1043.0, person 75.0 is located at coordinates [270.54, 333.19] with a bounding box of width 15.14 and height 34.96.
 At frame 1043.0, person 84.0 is located at coordinates [383.00, 334.38] with a bounding box of width 9.80 and height 21.22.
 At frame 1043.0, person 82.0 is located at coordinates [378.11, 335.64] with a bounding box of width 9.98 and height 21.41.
 At frame 1044.0, person 73.0 is located at coordinates [151.05, 336.90] with a bounding box of width 19.57 and height 45.59.
 At frame 1044.0, person 75.0 is located at coordinates [271.04, 335.12] with a bounding box of width 14.83 and height 34.28.
 At frame 1044.0, person 84.0 is located at coordinates [383.94, 335.41] with a bounding box of width 10.11 and height 21.67.
 At frame 1044.0, person 82.0 is located at coordinates [377.89, 337.75] with a bounding box of width 9.62 and height 20.62.
 At frame 1045.0, person 73.0 is located at coordinates [152.21, 338.87] with a bounding box of width 18.94 and height 44.43.
 At frame 1045.0, person 75.0 is located at coordinates [272.07, 337.79] with a bounding box of width 14.21 and height 32.83.
 At frame 1045.0, person 84.0 is located at coordinates [385.16, 337.34] with a bounding box of width 10.01 and height 21.44.
 At frame 1045.0, person 82.0 is located at coordinates [380.53, 338.74] with a bounding box of width 9.91 and height 21.10.
 At frame 1046.0, person 75.0 is located at coordinates [272.64, 339.38] with a bounding box of width 14.62 and height 33.86.
 At frame 1046.0, person 84.0 is located at coordinates [386.00, 339.04] with a bounding box of width 10.35 and height 22.14.
 At frame 1046.0, person 82.0 is located at coordinates [383.02, 339.87] with a bounding box of width 10.41 and height 22.05.
 At frame 1047.0, person 75.0 is located at coordinates [273.63, 341.30] with a bounding box of width 14.55 and height 33.84.
 At frame 1047.0, person 84.0 is located at coordinates [386.27, 340.62] with a bounding box of width 10.54 and height 22.39.
 At frame 1047.0, person 82.0 is located at coordinates [384.14, 341.62] with a bounding box of width 10.22 and height 21.64.
 At frame 1048.0, person 75.0 is located at coordinates [275.17, 343.57] with a bounding box of width 14.17 and height 33.05.
 At frame 1048.0, person 84.0 is located at coordinates [388.60, 341.39] with a bounding box of width 10.75 and height 22.88.
 At frame 1048.0, person 82.0 is located at coordinates [385.04, 343.06] with a bounding box of width 10.30 and height 21.86.
 At frame 1049.0, person 75.0 is located at coordinates [277.82, 344.20] with a bounding box of width 14.21 and height 33.13.
 At frame 1049.0, person 84.0 is located at coordinates [392.45, 342.81] with a bounding box of width 10.66 and height 22.67.
 At frame 1049.0, person 82.0 is located at coordinates [387.48, 346.10] with a bounding box of width 9.57 and height 20.38.
 At frame 1050.0, person 75.0 is located at coordinates [281.32, 344.99] with a bounding box of width 14.08 and height 32.77.
 At frame 1050.0, person 84.0 is located at coordinates [393.90, 343.72] with a bounding box of width 10.63 and height 22.59.
 At frame 1051.0, person 75.0 is located at coordinates [285.76, 345.25] with a bounding box of width 13.64 and height 31.85.
 At frame 1051.0, person 84.0 is located at coordinates [396.09, 345.58] with a bounding box of width 9.98 and height 21.38.
 At frame 1052.0, person 89.0 is located at coordinates [403.76, 343.42] with a bounding box of width 10.29 and height 22.38.
 At frame 1053.0, person 89.0 is located at coordinates [406.36, 346.37] with a bounding box of width 9.07 and height 19.75.
 At frame 1053.0, person 90.0 is located at coordinates [408.96, 343.66] with a bounding box of width 10.55 and height 21.67.
 At frame 1054.0, person 91.0 is located at coordinates [414.36, 343.54] with a bounding box of width 10.29 and height 22.38.
 At frame 1068.0, person 99.0 is located at coordinates [-1.72, 368.23] with a bounding box of width 28.81 and height 67.38.
 At frame 1069.0, person 99.0 is located at coordinates [8.57, 365.48] with a bounding box of width 28.59 and height 67.01.
 At frame 1070.0, person 99.0 is located at coordinates [24.10, 363.22] with a bounding box of width 28.47 and height 66.89.
 At frame 1071.0, person 99.0 is located at coordinates [41.31, 361.49] with a bounding box of width 27.89 and height 65.52.
 At frame 1072.0, person 99.0 is located at coordinates [55.80, 360.38] with a bounding box of width 27.66 and height 64.66.
 At frame 1072.0, person 103.0 is located at coordinates [75.50, 354.32] with a bounding box of width 34.74 and height 70.93.
 At frame 1073.0, person 103.0 is located at coordinates [73.08, 358.46] with a bounding box of width 33.04 and height 67.38.
 At frame 1074.0, person 105.0 is located at coordinates [22.31, 347.63] with a bounding box of width 38.05 and height 73.78.
 At frame 1074.0, person 99.0 is located at coordinates [89.30, 358.01] with a bounding box of width 29.13 and height 66.92.
 At frame 1075.0, person 105.0 is located at coordinates [34.80, 346.43] with a bounding box of width 38.61 and height 74.88.
 At frame 1075.0, person 99.0 is located at coordinates [103.28, 358.05] with a bounding box of width 28.48 and height 65.03.
 At frame 1075.0, person 73.0 is located at coordinates [124.14, 351.15] with a bounding box of width 30.76 and height 70.38.
 At frame 1076.0, person 105.0 is located at coordinates [49.45, 346.50] with a bounding box of width 38.38 and height 74.33.
 At frame 1076.0, person 99.0 is located at coordinates [115.96, 357.73] with a bounding box of width 27.69 and height 63.52.
 At frame 1076.0, person 73.0 is located at coordinates [130.62, 350.75] with a bounding box of width 31.16 and height 70.82.
 At frame 1077.0, person 105.0 is located at coordinates [61.65, 344.77] with a bounding box of width 38.53 and height 74.56.
 At frame 1077.0, person 99.0 is located at coordinates [129.23, 356.06] with a bounding box of width 27.69 and height 64.18.
 At frame 1077.0, person 73.0 is located at coordinates [141.26, 349.61] with a bounding box of width 31.63 and height 71.69.
 At frame 1077.0, person 84.0 is located at coordinates [422.48, 345.61] with a bounding box of width 20.71 and height 46.66.
 At frame 1078.0, person 105.0 is located at coordinates [73.55, 344.02] with a bounding box of width 37.84 and height 73.35.
 At frame 1078.0, person 99.0 is located at coordinates [141.22, 354.50] with a bounding box of width 27.16 and height 63.63.
 At frame 1078.0, person 73.0 is located at coordinates [152.54, 348.38] with a bounding box of width 31.55 and height 71.62.
 At frame 1078.0, person 84.0 is located at coordinates [428.04, 344.38] with a bounding box of width 20.74 and height 47.85.
 At frame 1079.0, person 105.0 is located at coordinates [84.89, 341.90] with a bounding box of width 37.97 and height 73.76.
 At frame 1079.0, person 99.0 is located at coordinates [152.60, 351.79] with a bounding box of width 27.18 and height 64.62.
 At frame 1079.0, person 73.0 is located at coordinates [164.60, 347.13] with a bounding box of width 31.68 and height 71.18.
 At frame 1079.0, person 84.0 is located at coordinates [435.90, 343.39] with a bounding box of width 20.60 and height 47.97.
 At frame 1080.0, person 105.0 is located at coordinates [95.20, 340.38] with a bounding box of width 37.86 and height 73.92.
 At frame 1080.0, person 99.0 is located at coordinates [163.10, 349.46] with a bounding box of width 27.46 and height 66.16.
 At frame 1080.0, person 73.0 is located at coordinates [175.68, 345.87] with a bounding box of width 32.07 and height 71.74.
 At frame 1080.0, person 84.0 is located at coordinates [444.17, 342.05] with a bounding box of width 20.83 and height 49.08.
 At frame 1081.0, person 105.0 is located at coordinates [105.67, 338.86] with a bounding box of width 37.53 and height 73.97.
 At frame 1081.0, person 99.0 is located at coordinates [172.19, 348.05] with a bounding box of width 27.69 and height 67.52.
 At frame 1081.0, person 73.0 is located at coordinates [185.05, 344.82] with a bounding box of width 32.53 and height 71.94.
 At frame 1081.0, person 84.0 is located at coordinates [452.40, 340.79] with a bounding box of width 20.57 and height 48.76.
 At frame 1082.0, person 105.0 is located at coordinates [114.26, 334.54] with a bounding box of width 37.58 and height 75.20.
 At frame 1082.0, person 99.0 is located at coordinates [179.27, 344.27] with a bounding box of width 27.16 and height 66.86.
 At frame 1082.0, person 73.0 is located at coordinates [191.93, 342.68] with a bounding box of width 32.32 and height 70.06.
 At frame 1082.0, person 84.0 is located at coordinates [459.39, 337.83] with a bounding box of width 20.45 and height 48.97.
 At frame 1083.0, person 105.0 is located at coordinates [121.67, 330.82] with a bounding box of width 37.10 and height 75.26.
 At frame 1083.0, person 99.0 is located at coordinates [185.93, 340.54] with a bounding box of width 27.14 and height 67.37.
 At frame 1083.0, person 73.0 is located at coordinates [197.57, 339.32] with a bounding box of width 33.35 and height 70.47.
 At frame 1083.0, person 84.0 is located at coordinates [465.43, 335.37] with a bounding box of width 20.43 and height 49.40.
 At frame 1084.0, person 105.0 is located at coordinates [129.85, 330.49] with a bounding box of width 36.53 and height 75.27.
 At frame 1084.0, person 99.0 is located at coordinates [193.25, 340.96] with a bounding box of width 26.85 and height 67.17.
 At frame 1084.0, person 73.0 is located at coordinates [205.92, 339.64] with a bounding box of width 32.65 and height 69.06.
 At frame 1084.0, person 84.0 is located at coordinates [471.84, 335.76] with a bounding box of width 20.12 and height 49.16.
 At frame 1085.0, person 105.0 is located at coordinates [136.90, 330.64] with a bounding box of width 35.83 and height 74.87.
 At frame 1085.0, person 99.0 is located at coordinates [199.52, 341.78] with a bounding box of width 27.04 and height 67.47.
 At frame 1085.0, person 73.0 is located at coordinates [214.34, 340.18] with a bounding box of width 33.14 and height 68.89.
 At frame 1085.0, person 84.0 is located at coordinates [477.95, 335.93] with a bounding box of width 20.22 and height 49.80.
 At frame 1086.0, person 105.0 is located at coordinates [144.59, 331.95] with a bounding box of width 35.54 and height 75.51.
 At frame 1086.0, person 99.0 is located at coordinates [206.13, 343.33] with a bounding box of width 27.43 and height 68.35.
 At frame 1086.0, person 73.0 is located at coordinates [222.40, 340.99] with a bounding box of width 33.75 and height 70.00.
 At frame 1086.0, person 84.0 is located at coordinates [483.87, 336.59] with a bounding box of width 20.56 and height 50.79.
 At frame 1087.0, person 105.0 is located at coordinates [150.58, 334.26] with a bounding box of width 34.60 and height 74.56.
 At frame 1087.0, person 99.0 is located at coordinates [211.53, 345.52] with a bounding box of width 27.48 and height 67.90.
 At frame 1087.0, person 73.0 is located at coordinates [230.45, 341.89] with a bounding box of width 34.07 and height 70.40.
 At frame 1087.0, person 84.0 is located at coordinates [488.97, 337.24] with a bounding box of width 20.59 and height 51.15.
 At frame 1087.0, person 111.0 is located at coordinates [613.94, 341.53] with a bounding box of width 13.41 and height 34.11.
 At frame 1088.0, person 105.0 is located at coordinates [153.32, 337.16] with a bounding box of width 34.25 and height 74.60.
 At frame 1088.0, person 99.0 is located at coordinates [214.89, 347.58] with a bounding box of width 27.97 and height 67.72.
 At frame 1088.0, person 73.0 is located at coordinates [234.33, 343.22] with a bounding box of width 34.91 and height 71.32.
 At frame 1088.0, person 84.0 is located at coordinates [491.87, 339.42] with a bounding box of width 20.40 and height 50.88.
 At frame 1088.0, person 111.0 is located at coordinates [616.61, 344.10] with a bounding box of width 13.32 and height 33.83.
 At frame 1089.0, person 105.0 is located at coordinates [153.95, 339.44] with a bounding box of width 34.30 and height 75.39.
 At frame 1089.0, person 99.0 is located at coordinates [216.79, 349.16] with a bounding box of width 28.54 and height 68.03.
 At frame 1089.0, person 73.0 is located at coordinates [236.52, 343.92] with a bounding box of width 36.88 and height 73.60.
 At frame 1089.0, person 84.0 is located at coordinates [493.25, 341.82] with a bounding box of width 20.28 and height 50.74.
 At frame 1089.0, person 111.0 is located at coordinates [618.35, 346.14] with a bounding box of width 13.48 and height 34.20.
 At frame 1090.0, person 105.0 is located at coordinates [152.22, 341.09] with a bounding box of width 34.57 and height 76.08.
 At frame 1090.0, person 99.0 is located at coordinates [216.44, 351.53] with a bounding box of width 28.32 and height 67.75.
 At frame 1090.0, person 73.0 is located at coordinates [235.30, 346.31] with a bounding box of width 36.62 and height 72.92.
 At frame 1090.0, person 84.0 is located at coordinates [492.15, 344.68] with a bounding box of width 20.13 and height 50.67.
 At frame 1090.0, person 111.0 is located at coordinates [617.93, 349.13] with a bounding box of width 13.55 and height 34.32.
 At frame 1091.0, person 105.0 is located at coordinates [148.98, 343.27] with a bounding box of width 34.45 and height 75.95.
 At frame 1091.0, person 99.0 is located at coordinates [215.03, 353.03] with a bounding box of width 27.99 and height 67.24.
 At frame 1091.0, person 73.0 is located at coordinates [233.41, 348.01] with a bounding box of width 36.29 and height 72.23.
 At frame 1091.0, person 84.0 is located at coordinates [489.89, 346.73] with a bounding box of width 19.99 and height 50.23.
 At frame 1091.0, person 111.0 is located at coordinates [616.37, 350.47] with a bounding box of width 13.70 and height 34.79.
 At frame 1092.0, person 105.0 is located at coordinates [144.47, 344.68] with a bounding box of width 34.40 and height 75.50.
 At frame 1092.0, person 99.0 is located at coordinates [225.01, 350.26] with a bounding box of width 29.61 and height 70.97.
 At frame 1092.0, person 84.0 is located at coordinates [486.76, 347.11] with a bounding box of width 20.35 and height 51.21.
 At frame 1092.0, person 111.0 is located at coordinates [613.56, 350.64] with a bounding box of width 14.09 and height 35.77.
 At frame 1093.0, person 105.0 is located at coordinates [139.05, 344.61] with a bounding box of width 34.36 and height 75.32.
 At frame 1093.0, person 99.0 is located at coordinates [226.54, 347.70] with a bounding box of width 31.64 and height 75.02.
 At frame 1093.0, person 84.0 is located at coordinates [483.57, 347.81] with a bounding box of width 20.13 and height 50.41.
 At frame 1093.0, person 111.0 is located at coordinates [611.33, 350.23] with a bounding box of width 14.22 and height 36.12.
 At frame 1093.0, person 112.0 is located at coordinates [204.60, 352.48] with a bounding box of width 25.94 and height 68.57.
 At frame 1094.0, person 105.0 is located at coordinates [133.16, 342.41] with a bounding box of width 34.77 and height 76.04.
 At frame 1094.0, person 99.0 is located at coordinates [224.24, 345.77] with a bounding box of width 32.32 and height 75.44.
 At frame 1094.0, person 84.0 is located at coordinates [479.55, 346.29] with a bounding box of width 20.34 and height 50.86.
 At frame 1094.0, person 111.0 is located at coordinates [608.48, 350.40] with a bounding box of width 13.56 and height 34.23.
 At frame 1094.0, person 112.0 is located at coordinates [200.84, 349.87] with a bounding box of width 26.30 and height 69.56.
 At frame 1095.0, person 105.0 is located at coordinates [127.75, 341.18] with a bounding box of width 34.10 and height 74.75.
 At frame 1095.0, person 99.0 is located at coordinates [218.38, 344.24] with a bounding box of width 32.07 and height 74.41.
 At frame 1095.0, person 84.0 is located at coordinates [474.55, 344.54] with a bounding box of width 20.33 and height 51.02.
 At frame 1095.0, person 111.0 is located at coordinates [604.61, 348.36] with a bounding box of width 13.47 and height 33.90.
 At frame 1095.0, person 112.0 is located at coordinates [194.71, 348.05] with a bounding box of width 25.86 and height 68.54.
 At frame 1096.0, person 105.0 is located at coordinates [120.23, 338.34] with a bounding box of width 34.69 and height 76.21.
 At frame 1096.0, person 99.0 is located at coordinates [210.67, 342.71] with a bounding box of width 31.52 and height 73.20.
 At frame 1096.0, person 84.0 is located at coordinates [468.50, 342.89] with a bounding box of width 20.01 and height 50.29.
 At frame 1096.0, person 111.0 is located at coordinates [599.79, 345.59] with a bounding box of width 13.76 and height 34.59.
 At frame 1096.0, person 112.0 is located at coordinates [187.30, 347.11] with a bounding box of width 25.69 and height 68.18.
 At frame 1097.0, person 105.0 is located at coordinates [111.37, 334.96] with a bounding box of width 34.96 and height 77.54.
 At frame 1097.0, person 99.0 is located at coordinates [201.73, 341.37] with a bounding box of width 31.65 and height 73.11.
 At frame 1097.0, person 84.0 is located at coordinates [461.32, 340.09] with a bounding box of width 20.19 and height 50.78.
